Rank,Club,Country,Level,Elo,From,To
56,Frankfurt,GER,1,1688.74475098,2010-12-30,2011-01-01
57,Bolton,ENG,1,1687.14770508,2010-12-30,2011-01-01
58,Sunderland,ENG,1,1685.4230957,2010-12-29,2011-01-01
59,Napoli,ITA,1,1685.21960449,2010-12-29,2011-01-01
60,Newcastle,ENG,1,1680.55310059,2010-12-29,2011-01-01
61,Palermo,ITA,1,1680.20458984,2010-12-29,2011-01-01
62,Braga,POR,1,1679.90686035,2010-12-29,2011-01-01
63,Stoke,ENG,1,1674.79187012,2010-12-29,2011-01-01
64,Hannover,GER,1,1674.54101562,2010-12-29,2011-01-08
65,Montpellier,FRA,1,1672.6081543,2010-12-22,2011-01-15
66,Lazio,ITA,1,1671.22253418,2010-12-22,2011-01-06
67,Lorient,FRA,1,1666.00195312,2010-12-22,2011-01-09
68,Spartak Moskva,RUS,1,1665.62561035,2010-12-17,2011-01-09
69,Metalist,UKR,1,1663.44567871,2010-12-19,2011-01-09
70,Saint-Etienne,FRA,1,1660.27722168,2010-12-23,2011-01-09
71,Freiburg,GER,1,1658.7166748,2010-12-20,2011-01-04
72,Birmingham,ENG,1,1657.36608887,2010-12-29,2011-01-01
73,Osasuna,ESP,1,1653.49914551,2010-12-29,2011-01-01
74,Toulouse,FRA,1,1652.87866211,2010-12-29,2011-01-01
75,Panathinaikos,GRE,1,1648.58154297,2010-12-29,2011-01-02
76,Hercules,ESP,1,1647.95788574,2010-12-29,2011-01-02
77,Nuernberg,GER,1,1647.34533691,2010-12-29,2011-01-02
78,Sampdoria,ITA,1,1645.86669922,2010-12-29,2011-01-02
79,Valenciennes,FRA,1,1645.50769043,2010-12-29,2011-01-02
80,Lok Moskva,RUS,1,1645.10083008,2010-12-29,2011-01-02
81,Santander,ESP,1,1643.55749512,2010-12-29,2011-01-02
82,Depor,ESP,1,1642.28137207,2010-12-29,2011-01-02
83,Olympiakos,GRE,1,1641.55041504,2010-12-29,2011-01-03
84,Lautern,GER,1,1640.9276123,2010-12-29,2011-01-03
85,Fiorentina,ITA,1,1639.64416504,2010-12-29,2011-01-01
86,Sociedad,ESP,1,1637.52416992,2010-12-29,2011-01-01
87,West Brom,ENG,1,1636.6171875,2010-12-29,2011-01-01
88,Monaco,FRA,1,1636.3359375,2010-12-23,2011-01-05
89,Zaragoza,ESP,1,1634.6986084,2010-12-23,2011-01-03
90,Blackpool,ENG,1,1634.62780762,2010-12-29,2011-01-01
91,Trabzonspor,TUR,1,1634.41577148,2010-12-29,2011-01-01
92,Almeria,ESP,1,1633.8092041,2010-12-29,2011-01-01
93,Hertha,GER,2,1633.01721191,2010-12-29,2011-01-01
94,West Ham,ENG,1,1632.49243164,2010-12-29,2011-01-01
95,Udinese,ITA,1,1631.46691895,2010-12-29,2011-01-01
96,H Tel Aviv,ISR,1,1630.31164551,2010-12-29,2011-01-01
97,Basel,SUI,1,1626.08496094,2010-12-29,2011-01-04
98,Fenerbahce,TUR,1,1624.86645508,2010-12-29,2011-01-04
99,Genoa,ITA,1,1624.63464355,2010-12-29,2011-01-04
100,Nice,FRA,1,1623.95739746,2010-12-29,2011-01-04
None,Nancy,FRA,1,1623.69567871,2010-12-29,2011-01-04
None,Alkmaar,NED,1,1623.39221191,2010-12-27,2011-01-08
None,Bursaspor,TUR,1,1623.21264648,2010-12-23,2011-01-09
None,Malaga,ESP,1,1612.46728516,2010-12-20,2011-01-02
None,Sochaux,FRA,1,1611.38110352,2010-12-23,2011-01-15
None,Cagliari,ITA,1,1611.3795166,2010-12-19,2011-01-06
None,Besiktas,TUR,1,1610.36181641,2010-12-20,2011-01-21
None,Wigan,ENG,1,1610.00793457,2010-12-30,2011-01-02
None,Rangers,SCO,1,1609.48022461,2010-12-27,2011-01-02
None,Brest,FRA,1,1607.52246094,2010-12-23,2011-01-15
None,Koeln,GER,1,1604.81384277,2010-12-19,2011-01-16
None,Chievo,ITA,1,1603.02050781,2010-12-20,2011-01-06
None,Augsburg,GER,2,1602.88574219,2010-12-19,2011-01-16
None,Levante,ESP,1,1600.98156738,2010-12-19,2011-01-02
None,Parma,ITA,1,1598.73181152,2010-12-20,2011-01-06
None,Wolves,ENG,1,1598.54089355,2010-12-30,2011-01-01
None,Catania,ITA,1,1597.1574707,2010-12-20,2011-01-06
None,Gijon,ESP,1,1595.69702148,2010-12-19,2011-01-02
None,Xerez,ESP,2,1595.63110352,2010-12-18,2011-01-03
None,Lens,FRA,1,1595.07128906,2010-12-23,2011-01-15
None,Dynamo Moskva,RUS,1,1593.64172363,2010-12-17,2011-02-17
None,Rayo Vallecano,ESP,2,1593.48034668,2010-12-19,2011-01-02
None,Maccabi Haifa,ISR,1,1588.92333984,2010-12-19,2011-01-03
None,Bologna,ITA,1,1587.96472168,2010-12-20,2011-01-06
None,Gladbach,GER,1,1583.03466797,2010-12-18,2011-01-15
None,PAOK,GRE,1,1582.15222168,2010-12-20,2011-01-05
None,Sparta Praha,CZE,1,1581.38244629,2010-12-16,2011-02-17
None,St Pauli,GER,1,1576.34790039,2010-12-19,2011-01-15
None,Genk,BEL,1,1575.9407959,2010-12-31,2011-01-22
None,Young Boys,SUI,1,1575.71228027,2010-12-17,2011-02-05
None,Valladolid,ESP,2,1575.14660645,2010-12-19,2011-01-02
None,Spartak Nalchik,RUS,1,1574.20251465,2010-12-17,2011-02-17
None,Cottbus,GER,2,1572.07714844,2010-12-20,2011-01-15
None,Caen,FRA,1,1569.09741211,2010-12-23,2011-01-15
None,Utrecht,NED,1,1567.98535156,2010-12-17,2011-01-19
None,Dnipro,UKR,1,1567.69506836,2010-12-17,2011-02-16
None,Nacional,POR,1,1566.82507324,2010-12-20,2011-01-09
None,Celta,ESP,2,1566.39404297,2010-12-19,2011-01-02
None,Gent,BEL,1,1564.11828613,2010-12-31,2011-01-23
None,Saturn Ramenskoje,RUS,1,1562.9942627,2010-12-17,2011-01-01
None,QPR,ENG,2,1562.6583252,2010-12-29,2011-01-01
None,Guimaraes,POR,1,1562.32275391,2010-12-19,2011-01-09
None,Le Mans,FRA,2,1561.29577637,2010-12-22,2011-01-15
None,Atalanta,ITA,2,1560.61535645,2010-12-19,2011-01-10
None,Elche,ESP,2,1558.32788086,2010-12-19,2011-01-02
None,Bochum,GER,2,1555.76184082,2010-12-18,2011-01-15
None,Duisburg,GER,2,1555.26940918,2010-12-18,2011-01-16
None,Groningen,NED,1,1555.26599121,2010-12-19,2011-01-23
None,Recreativo,ESP,2,1553.45056152,2010-12-19,2011-01-02
None,Portsmouth,ENG,2,1552.93225098,2010-12-29,2011-01-01
None,AEK,GRE,1,1552.62390137,2010-12-20,2011-01-05
None,APOEL,CYP,0,1551.10400391,2010-08-27,2011-07-13
None,Cartagena,ESP,2,1551.04064941,2010-12-20,2011-01-02
None,Siena,ITA,2,1550.39025879,2010-12-19,2011-01-08
None,Bari,ITA,1,1549.7746582,2010-12-20,2011-01-06
None,Forest,ENG,2,1548.62744141,2010-12-30,2011-01-01
None,Odense,DEN,1,1548.57885742,2010-12-17,2011-02-22
None,Fuerth,GER,2,1547.12988281,2010-12-19,2011-01-14
None,Brugge,BEL,1,1546.03417969,2010-12-30,2011-01-21
None,Celtic,SCO,1,1543.84326172,2010-12-30,2011-01-02
None,Maritimo,POR,1,1543.25866699,2010-12-20,2011-01-08
None,BATE,BLR,1,1541.32800293,2010-12-16,2011-02-17
None,Salzburg,AUT,1,1541.26477051,2010-12-17,2011-02-13
None,Reading,ENG,2,1540.22460938,2010-12-29,2011-01-01
None,Kryliya Sovetov,RUS,1,1539.88049316,2010-12-17,2011-02-17
None,Tomsk,RUS,1,1538.90710449,2010-12-17,2011-02-17
None,Dinamo Zagreb,CRO,1,1538.89904785,2010-12-17,2011-02-26
None,Cardiff,ENG,2,1535.81030273,2010-12-29,2011-01-01
None,Zuerich,SUI,1,1535.18652344,2010-12-17,2011-02-05
None,Luzern,SUI,1,1534.96826172,2010-12-17,2011-02-05
None,Amkar Perm,RUS,1,1534.86303711,2010-12-17,2011-02-17
None,Galatasaray,TUR,1,1534.59643555,2010-12-20,2011-01-23
None,Leiria,POR,1,1534.41357422,2010-12-20,2011-01-09
None,Anorthosis,CYP,0,1532.4395752,2010-08-27,2011-07-13
None,Rosenborg,NOR,1,1532.18908691,2010-12-17,2011-03-20
None,Standard,BEL,1,1532.04736328,2010-12-27,2011-01-23
None,Partizan,SRB,1,1530.8795166,2010-12-09,2011-03-05
None,Rapid Wien,AUT,1,1529.55126953,2010-12-17,2011-02-12
None,Tenerife,ESP,2,1528.0826416,2010-12-19,2011-01-02
None,Sedan,FRA,2,1527.13232422,2010-12-18,2011-01-15
None,Heerenveen,NED,1,1526.32873535,2010-12-19,2011-01-21
None,Brescia,ITA,1,1525.84094238,2010-12-20,2011-01-06
None,Numancia,ESP,2,1525.75830078,2010-12-19,2011-01-02
None,Kayseri,TUR,1,1523.125,2010-12-19,2011-01-24
None,Swansea,ENG,2,1522.91088867,2010-12-29,2011-01-01
None,Muenchen 60,GER,2,1522.42456055,2010-12-20,2011-01-15
None,Aachen,GER,2,1522.0769043,2010-12-18,2011-01-14
None,Austria Wien,AUT,1,1522.00854492,2010-12-17,2011-02-12
None,Hull,ENG,2,1520.46459961,2010-12-29,2011-01-01
None,Roda,NED,1,1519.96740723,2010-12-20,2011-01-23
None,Timisoara,ROM,1,1518.32397461,2010-12-16,2011-02-26
None,Duesseldorf,GER,2,1517.66687012,2010-12-19,2011-01-15
None,Lecce,ITA,1,1517.52319336,2010-12-20,2011-01-06
None,Villarreal B,ESP,2,1516.82470703,2010-12-19,2011-01-02
None,Burnley,ENG,2,1515.15429688,2010-12-29,2011-01-01
None,Salamanca,ESP,2,1515.03674316,2010-12-19,2011-01-03
None,Albacete,ESP,2,1514.98010254,2010-12-19,2011-01-02
None,Academica,POR,1,1514.88195801,2010-12-18,2011-01-09
None,Brondby,DEN,1,1514.1529541,2010-12-17,2011-02-22
None,Viktoria Plzen,CZE,1,1512.98950195,2010-12-16,2011-02-17
None,Cordoba,ESP,2,1512.81091309,2010-12-19,2011-01-02
None,FSV Frankfurt,GER,2,1510.84790039,2010-12-17,2011-01-16
None,Livorno,ITA,2,1510.65258789,2010-12-17,2011-01-07
None,Steaua,ROM,1,1510.49584961,2010-12-16,2011-02-27
None,Feyenoord,NED,1,1509.85998535,2010-12-17,2011-01-19
None,Breda,NED,1,1509.70410156,2010-12-19,2011-01-22
None,CFR Cluj,ROM,1,1508.59729004,2010-12-16,2011-02-27
None,Dijon,FRA,2,1507.16271973,2010-12-22,2011-01-15
None,Torino,ITA,2,1506.52844238,2010-12-19,2011-01-08
None,Lech,POL,1,1506.32226562,2010-12-17,2011-02-17
None,Midtjylland,DEN,1,1504.13366699,2010-12-17,2011-02-22
None,Aris,GRE,1,1503.89575195,2010-12-20,2011-01-04
None,Sion,SUI,1,1503.34301758,2010-12-17,2011-02-06
None,Beira Mar,POR,1,1502.93676758,2010-12-19,2011-01-09
None,Watford,ENG,2,1501.92370605,2010-12-29,2011-01-01
None,Anzhi,RUS,1,1501.24206543,2010-12-17,2011-02-17
None,Las Palmas,ESP,2,1498.77697754,2010-12-20,2011-01-02
None,Karpaty,UKR,1,1498.66259766,2010-12-17,2011-02-16
None,Terek Grozny,RUS,1,1498.65429688,2010-12-17,2011-02-17
None,Huesca,ESP,2,1498.58276367,2010-12-19,2011-01-02
None,Le Havre,FRA,2,1497.54199219,2010-12-21,2011-01-15
None,Evian TG,FRA,2,1496.85644531,2010-12-22,2011-01-15
None,Sturm Graz,AUT,1,1495.57324219,2010-12-17,2011-02-12
None,Novara,ITA,2,1494.6607666,2010-12-18,2011-01-08
None,Cesena,ITA,1,1494.57824707,2010-12-19,2011-01-06
None,Olhanense,POR,1,1493.69311523,2010-12-20,2011-01-09
None,Jablonec,CZE,1,1493.23583984,2010-12-16,2011-02-17
None,Pacos Ferreira,POR,1,1492.60095215,2010-12-20,2011-01-09
None,Rostov,RUS,1,1492.54699707,2010-12-17,2011-02-17
None,Doncaster,ENG,2,1490.39855957,2010-12-18,2011-01-01
None,Zulte Waregem,BEL,1,1490.01611328,2010-12-31,2011-01-22
None,Nantes,FRA,2,1489.78393555,2010-12-21,2011-01-17
None,Boulogne,FRA,2,1489.72033691,2010-12-22,2011-01-15
None,Eskisehirspor,TUR,1,1489.69641113,2010-12-20,2011-01-22
None,Aue,GER,2,1488.78039551,2010-12-17,2011-01-18
None,Girona,ESP,2,1487.73388672,2010-12-18,2011-01-02
None,Granada,ESP,2,1487.12097168,2010-12-19,2011-01-02
None,Clermont,FRA,2,1486.6875,2010-12-22,2011-01-15
None,M Tel Aviv,ISR,1,1486.08410645,2010-12-21,2011-01-03
None,Leeds,ENG,2,1485.82055664,2010-12-29,2011-01-01
None,Sigma Olomouc,CZE,1,1485.41235352,2010-12-16,2011-02-17
None,Vaslui,ROM,1,1485.21179199,2010-12-16,2011-02-28
None,Tours,FRA,2,1484.43518066,2010-12-22,2011-01-15
None,Paderborn,GER,2,1483.76123047,2010-12-20,2011-01-18
None,Norwich,ENG,2,1483.25744629,2010-12-29,2011-01-01
None,Zilina,SLK,0,1482.30566406,2010-12-09,2011-06-30
None,Kuban,RUS,1,1482.14074707,2011-01-01,2011-02-17
None,FC Krasnodar,RUS,1,1482.14074707,2011-01-01,2011-02-17
None,Volga,RUS,1,1482.14074707,2011-01-01,2011-02-17
None,Bueyueksehir,TUR,1,1481.13598633,2010-12-20,2011-01-24
None,Alanya,RUS,1,1480.75097656,2010-12-17,2011-01-01
None,Leicester,ENG,2,1480.05224609,2010-12-29,2011-01-01
None,Barcelona B,ESP,2,1477.46777344,2010-12-20,2011-01-02
None,Malmoe,SWE,1,1477.32739258,2010-11-08,2011-04-03
None,Angers,FRA,2,1475.83068848,2010-12-22,2011-01-15
None,Karlsruhe,GER,2,1474.98852539,2010-12-21,2011-01-14
None,Ajaccio,FRA,2,1474.39672852,2010-12-22,2011-01-15
None,Nimes,FRA,2,1473.18652344,2010-12-22,2011-01-15
None,Levski,BUL,1,1472.61791992,2010-12-17,2011-02-26
None,Rio Ave,POR,1,1472.18884277,2010-12-19,2011-01-09
None,Simferopol,UKR,1,1472.01098633,2010-12-17,2011-02-16
None,Metz,FRA,2,1471.39428711,2010-12-22,2011-01-15
None,Middlesbrough,ENG,2,1469.26940918,2010-12-29,2011-01-01
None,Gaziantepspor,TUR,1,1468.07873535,2010-12-20,2011-01-23
None,Heracles,NED,1,1467.89001465,2010-12-17,2011-01-19
None,Rapid Bucuresti,ROM,1,1467.48522949,2010-12-16,2011-02-25
None,Wisla,POL,1,1466.91906738,2010-12-17,2011-02-17
None,Antalyaspor,TUR,1,1465.60131836,2010-12-19,2011-01-22
None,Millwall,ENG,2,1464.79724121,2010-12-29,2011-01-01
None,Derby,ENG,2,1463.99572754,2010-12-30,2011-01-01
None,Union Berlin,GER,2,1463.06750488,2010-12-21,2011-01-14
None,Arsenal Kyiv,UKR,1,1463.04394531,2010-12-17,2011-02-16
None,Dinamo Bucuresti,ROM,1,1462.5748291,2010-12-16,2011-02-26
None,Kortrijk,BEL,1,1462.35449219,2010-12-30,2011-01-18
None,Grasshoppers,SUI,1,1462.30285645,2010-12-17,2011-02-06
None,Omonia,CYP,0,1462.29516602,2010-08-27,2011-07-13
None,Hajduk,CRO,1,1460.28674316,2010-12-17,2011-02-26
None,Reggina,ITA,2,1458.62597656,2010-12-19,2011-01-08
None,Sheffield United,ENG,2,1458.26257324,2010-12-29,2011-01-01
None,Laval,FRA,2,1457.43884277,2010-12-22,2011-01-15
None,Arles-Avignon,FRA,1,1457.18200684,2010-12-23,2011-01-15
None,Varese,ITA,2,1457.0480957,2010-12-19,2011-01-08
None,Otelul Galati,ROM,1,1456.89160156,2010-12-16,2011-02-25
None,Cittadella,ITA,2,1456.87158203,2010-12-19,2011-01-08
None,Bristol City,ENG,2,1455.47998047,2010-12-29,2011-01-01
None,Tarragona,ESP,2,1454.28466797,2010-12-19,2011-01-02
None,Teplice,CZE,1,1454.27270508,2010-12-16,2011-02-17
None,Chateauroux,FRA,2,1453.4666748,2010-12-18,2011-01-15
None,Cercle Brugge,BEL,1,1452.50537109,2010-12-27,2011-01-22
None,Grenoble,FRA,2,1452.11694336,2010-12-22,2011-01-15
None,Randers,DEN,1,1448.64550781,2010-12-17,2011-02-22
None,Troyes,FRA,2,1447.30480957,2010-12-22,2011-01-17
None,Mlada Boleslav,CZE,1,1447.03869629,2010-12-16,2011-02-17
None,Nijmegen,NED,1,1446.8638916,2010-12-17,2011-01-19
None,Mechelen,BEL,1,1446.68408203,2010-12-17,2011-01-18
None,Lokeren,BEL,1,1446.546875,2010-12-31,2011-01-18
None,Ipswich,ENG,2,1446.52526855,2010-12-19,2011-01-01
None,Ankaraguecue,TUR,1,1444.92626953,2010-12-19,2011-01-22
None,Coventry,ENG,2,1444.46520996,2010-12-29,2011-01-01
None,Empoli,ITA,2,1443.94836426,2010-12-19,2011-01-08
None,Novosibirsk,RUS,1,1443.62133789,2010-12-17,2011-01-01
None,Barnsley,ENG,2,1441.84655762,2010-12-29,2011-01-01
None,Valerenga,NOR,1,1441.43518066,2010-12-17,2011-03-19
None,Portimonense,POR,1,1440.8984375,2010-12-20,2011-01-07
None,Ried,AUT,1,1440.6439209,2010-12-17,2011-02-12
None,Den Haag,NED,1,1439.4197998,2010-12-19,2011-01-21
None,Litex,BUL,1,1439.33435059,2010-12-17,2011-02-27
None,Urziceni,ROM,1,1435.23132324,2010-12-16,2011-02-25
None,Istres,FRA,2,1432.91040039,2010-12-22,2011-01-15
None,Sassuolo,ITA,2,1431.63037109,2010-12-19,2011-01-08
None,Vorskla,UKR,1,1431.54943848,2010-12-17,2011-02-16
None,Osnabrueck,GER,2,1430.51574707,2010-12-20,2011-01-16
None,Setubal,POR,1,1430.1451416,2010-12-21,2011-01-07
None,Reims,FRA,2,1428.87731934,2010-12-22,2011-01-15
None,Ascoli,ITA,2,1427.55004883,2010-12-19,2011-01-08
None,Banik Ostrava,CZE,1,1427.24487305,2010-12-16,2011-02-17
None,Crotone,ITA,2,1426.8338623,2010-12-19,2011-01-08
None,Helsingborg,SWE,1,1426.34899902,2010-11-08,2011-04-03
None,Karabuekspor,TUR,1,1425.77209473,2010-12-18,2011-01-22
None,Esbjerg,DEN,1,1424.82116699,2010-12-17,2011-02-22
None,Xanthi,GRE,1,1424.26318359,2010-12-20,2011-01-04
None,Padova,ITA,2,1423.65393066,2010-12-17,2011-01-08
None,Crystal Palace,ENG,2,1423.64904785,2010-12-29,2011-01-01
None,Aalborg,DEN,1,1423.03881836,2010-12-17,2011-02-22
None,Westerlo,BEL,1,1423.02954102,2010-12-30,2011-01-22
None,Crvena Zvezda,SRB,1,1422.83093262,2010-12-09,2011-03-05
None,Slovan Liberec,CZE,1,1422.78833008,2010-12-16,2011-02-17
None,Genclerbirligi,TUR,1,1422.56262207,2010-12-19,2011-01-22
None,Vitesse,NED,1,1422.48962402,2010-12-19,2011-01-22
None,Nordsjaelland,DEN,1,1422.32763672,2010-12-17,2011-02-22
None,Vicenza,ITA,2,1421.49133301,2010-12-19,2011-01-08
None,Dniprodzerzhynsk,UKR,1,1420.65429688,2010-12-17,2011-02-16
None,Alcorcon,ESP,2,1420.13647461,2010-12-19,2011-01-02
None,Legia,POL,1,1420.05151367,2010-12-17,2011-02-17
None,Oberhausen,GER,2,1418.24047852,2010-12-20,2011-01-17
None,Manisaspor,TUR,1,1417.69421387,2010-12-20,2011-01-22
None,Apollon Lemesos,CYP,0,1416.82055664,2010-08-27,2011-07-02
None,Ponferradina,ESP,2,1415.89074707,2010-12-20,2011-01-02
None,Bielefeld,GER,2,1414.89245605,2010-12-18,2011-01-16
None,Grosseto,ITA,2,1414.67700195,2010-12-19,2011-01-10
None,Ingolstadt,GER,2,1414.32592773,2010-12-20,2011-01-16
None,Sivasspor,TUR,1,1413.7611084,2010-12-19,2011-01-23
None,Albinoleffe,ITA,2,1412.69433594,2010-12-21,2011-01-08
None,Iraklis,GRE,1,1412.3729248,2010-12-20,2011-01-05
None,Elfsborg,SWE,1,1411.75646973,2010-11-08,2011-04-04
None,M Petach Tikva,ISR,1,1411.34802246,2010-12-19,2011-01-01
None,Pescara,ITA,2,1410.7565918,2010-12-18,2011-01-08
None,Naval,POR,1,1410.55615234,2010-12-20,2011-01-09
None,Hearts,SCO,1,1410.13134766,2010-12-30,2011-01-01
None,Maribor,SVN,1,1410.09936523,2010-11-28,2011-02-26
None,Vannes,FRA,2,1408.86401367,2010-12-22,2011-01-15
None,CSKA Sofia,BUL,1,1406.60925293,2010-12-17,2011-02-26
None,Piacenza,ITA,2,1404.85742188,2010-12-21,2011-01-08
None,Kavala,GRE,1,1404.671875,2010-12-19,2011-01-04
None,Scunthorpe,ENG,2,1404.00708008,2010-12-29,2011-01-01
None,Beitar,ISR,1,1402.97460938,2010-12-19,2011-01-01
None,Thun,SUI,1,1402.80395508,2010-12-17,2011-02-06
None,SonderjyskE,DEN,1,1402.04064941,2010-12-17,2011-02-22
None,Gaz Metan,ROM,1,1401.19433594,2010-12-16,2011-02-26
None,Soligorsk,BLR,1,1400.66003418,2010-12-16,2011-02-17
None,Wiener Neustadt,AUT,1,1400.19421387,2010-12-17,2011-02-12
None,Xamax,SUI,1,1399.60388184,2010-12-17,2011-02-06
None,Ergotelis,GRE,1,1398.60290527,2010-12-19,2011-01-05
None,Silkeborg,DEN,1,1397.90637207,2010-12-17,2011-02-22
None,Molde,NOR,1,1397.57165527,2010-12-17,2011-03-18
None,Debrecen,HUN,1,1397.47631836,2010-12-17,2011-03-04
None,Tromso,NOR,1,1397.07507324,2010-12-17,2011-03-20
None,Goeteborg,SWE,1,1396.75158691,2010-11-08,2011-04-04
None,Slovan Bratislava,SLK,0,1395.22631836,2010-12-09,2011-06-30
None,Preston,ENG,2,1393.16479492,2010-12-29,2011-01-01
None,Bnei Yehuda,ISR,1,1392.77563477,2010-12-19,2011-01-01
None,Panionios,GRE,1,1391.40393066,2010-12-19,2011-01-05
None,StGallen,SUI,1,1391.32666016,2010-12-17,2011-02-06
None,Odd Grenland,NOR,1,1390.65197754,2010-12-17,2011-03-20
None,Slavia Praha,CZE,1,1389.99768066,2010-12-16,2011-02-17
None,Modena,ITA,2,1388.56750488,2010-12-19,2011-01-08
None,Volyn Lutsk,UKR,1,1388.40576172,2010-12-17,2011-02-16
None,Videoton,HUN,1,1387.92614746,2010-12-17,2011-02-27
None,Sheriff Tiraspol,MOL,0,1383.9921875,2010-12-16,2011-06-30
None,Ashdod,ISR,1,1383.66638184,2010-12-19,2011-01-01
None,Stabaek,NOR,1,1381.91955566,2010-12-17,2011-03-20
None,Asteras Tripolis,GRE,1,1381.75964355,2010-12-19,2011-01-05
None,Kiryat Shmona,ISR,1,1381.52246094,2010-12-19,2011-01-01
None,St Truiden,BEL,1,1381.43127441,2010-12-17,2011-01-22
None,De Graafschap,NED,1,1380.3104248,2010-12-19,2011-01-22
None,Atromitos,GRE,1,1379.94628906,2010-12-19,2011-01-04
None,Larisa,GRE,1,1377.47802734,2010-12-20,2011-01-04
None,Acco Acre,ISR,1,1376.84606934,2010-12-19,2011-01-01
None,Craiova 1948,ROM,1,1376.63903809,2010-12-16,2011-02-27
None,Brasov,ROM,1,1374.06091309,2010-12-16,2011-02-27
None,Wacker Innsbruck,AUT,1,1373.43920898,2010-12-17,2011-02-13
None,Dundee United,SCO,1,1372.578125,2010-12-30,2011-01-01
None,Motherwell,SCO,1,1370.9432373,2010-12-30,2011-01-01
None,Oerebro,SWE,1,1370.08532715,2010-11-08,2011-04-04
None,Beerschot AC,BEL,1,1369.83178711,2010-12-30,2011-01-22
None,Horsens,DEN,1,1369.2545166,2010-12-17,2011-02-22
None,Konyaspor,TUR,1,1368.56774902,2010-12-20,2011-01-23
None,Dinamo Minsk,BLR,1,1367.24707031,2010-12-16,2011-02-17
