Rank,Club,Country,Level,Elo,From,To
None,Ponferradina,ESP,2,1491.95556641,2019-12-23,2020-01-04
None,Sivasspor,TUR,1,1491.70288086,2019-12-30,2020-01-19
None,Lecce,ITA,1,1485.00817871,2019-12-23,2020-01-06
None,Amiens,FRA,1,1484.79223633,2019-12-22,2020-01-11
None,Verona,ITA,1,1484.60498047,2019-12-16,2020-01-05
None,Huddersfield,ENG,2,1484.30505371,2019-12-30,2020-01-01
None,Lorient,FRA,2,1484.04846191,2019-12-21,2020-01-13
None,Sparta Praha,CZE,1,1481.23901367,2019-12-15,2020-02-15
None,Depor,ESP,2,1480.59143066,2019-12-21,2020-01-05
None,Zulte Waregem,BEL,1,1480.56555176,2019-12-27,2020-01-19
None,Brescia,ITA,1,1478.57421875,2019-12-23,2020-01-05
None,Alcorcon,ESP,2,1477.76831055,2019-12-23,2020-01-03
None,Austria Wien,AUT,1,1476.33093262,2019-12-16,2020-02-15
None,Hannover,GER,2,1475.4375,2019-12-22,2020-01-28
None,Rosenborg,NOR,1,1474.71508789,2019-12-13,2020-06-16
None,CSKA Sofia,BUL,1,1474.15551758,2019-12-15,2020-02-15
None,Holstein,GER,2,1473.83105469,2019-12-23,2020-01-29
None,Regensburg,GER,2,1473.31713867,2019-12-23,2020-01-28
None,Tenerife,ESP,2,1472.72045898,2019-12-21,2020-01-04
None,BATE,BLR,1,1471.15991211,2019-12-02,2020-03-19
None,Willem II,NED,1,1470.51464844,2019-12-22,2020-01-18
None,Empoli,ITA,2,1468.87683105,2019-12-30,2020-01-18
None,Kortrijk,BEL,1,1468.83947754,2019-12-27,2020-01-18
None,Zuerich,SUI,1,1467.67822266,2019-12-15,2020-01-25
None,FK Astana,KAZ,0,1466.87023926,2019-12-13,2020-08-18
None,Olexandriya,UKR,1,1466.671875,2019-12-16,2020-02-20
None,Extremadura,ESP,2,1466.51586914,2019-12-22,2020-01-03
None,Terek Grozny,RUS,1,1465.61462402,2019-12-13,2020-02-29
None,Sverdlovsk,RUS,1,1463.70690918,2019-12-13,2020-02-29
None,Karabakh Agdam,AZE,0,1463.28564453,2019-12-13,2020-08-18
None,Moreirense,POR,1,1463.06079102,2019-12-16,2020-01-05
None,Lugo,ESP,2,1462.46386719,2019-12-22,2020-01-04
None,Ufa,RUS,1,1461.64587402,2019-12-13,2020-03-01
None,Birmingham,ENG,2,1461.23461914,2019-12-30,2020-01-01
None,Crotone,ITA,2,1460.22949219,2019-12-30,2020-01-20
None,Frosinone,ITA,2,1459.8548584,2019-12-30,2020-01-17
None,Lugano,SUI,1,1459.40710449,2019-12-16,2020-01-26
None,Heerenveen,NED,1,1458.98522949,2019-12-22,2020-01-18
None,St Truiden,BEL,1,1457.95336914,2019-12-27,2020-01-18
None,Aue,GER,2,1456.74487305,2019-12-22,2020-01-28
None,Groningen,NED,1,1456.6159668,2019-12-23,2020-01-18
None,Stoke,ENG,2,1456.55322266,2019-12-30,2020-01-01
None,Astra,ROM,1,1456.46081543,2019-12-21,2020-02-01
None,Servette,SUI,1,1455.82861328,2019-12-15,2020-01-25
None,Mouscron,BEL,1,1455.07312012,2019-12-27,2020-01-18
None,Osnabrueck,GER,2,1454.81103516,2019-12-23,2020-01-29
None,AEL Limassol,CYP,0,1453.1829834,2019-12-13,2020-02-20
None,Sandhausen,GER,2,1452.49157715,2019-12-23,2020-01-29
None,Rubin Kazan,RUS,1,1451.88513184,2019-12-13,2020-03-01
None,Guingamp,FRA,2,1451.80957031,2019-12-21,2020-01-18
None,Orenburg,RUS,1,1451.44641113,2019-12-13,2020-02-28
None,Alanyaspor,TUR,1,1451.3145752,2019-12-30,2020-01-18
None,Darmstadt,GER,2,1451.12194824,2019-12-22,2020-01-29
None,Famalicao,POR,1,1450.2076416,2019-12-15,2020-01-05
None,Brondby,DEN,1,1448.74255371,2019-12-16,2020-02-16
None,Aarhus,DEN,1,1446.74206543,2019-12-16,2020-02-20
None,Jablonec,CZE,1,1445.71350098,2019-12-14,2020-02-17
None,Toulouse,FRA,1,1444.13598633,2019-12-22,2020-01-11
None,Chievo,ITA,2,1443.08239746,2019-12-30,2020-01-18
None,Nuernberg,GER,2,1442.24865723,2019-12-21,2020-01-30
None,Craiova,ROM,1,1441.99511719,2019-12-23,2020-01-31
None,Le Havre,FRA,2,1441.71154785,2019-12-21,2020-01-10
None,Santander,ESP,2,1441.18115234,2019-12-22,2020-01-04
None,Hartberg,AUT,1,1440.07116699,2019-12-15,2020-02-15
None,QPR,ENG,2,1440.03601074,2019-12-30,2020-01-01
None,Viitorul,ROM,1,1439.77148438,2019-12-21,2020-02-03
None,Belenenses,POR,1,1439.4519043,2019-12-16,2020-01-04
None,Bochum,GER,2,1439.11547852,2019-12-23,2020-01-28
None,Mechelen,BEL,1,1439.02392578,2019-12-27,2020-01-17
None,Tondela,POR,1,1438.91223145,2019-12-17,2020-01-05
None,Fuerth,GER,2,1438.27758789,2019-12-22,2020-01-28
None,St Pauli,GER,2,1437.07275391,2019-12-22,2020-01-28
None,Aberdeen,SCO,1,1436.34802246,2019-12-30,2020-01-22
None,Maritimo,POR,1,1435.86706543,2019-12-15,2020-01-05
None,Cittadella,ITA,2,1435.60534668,2019-12-30,2020-01-19
None,Setubal,POR,1,1435.43188477,2019-12-15,2020-01-05
None,Heracles,NED,1,1434.88122559,2019-12-22,2020-01-19
None,Altach,AUT,1,1434.7479248,2019-12-15,2020-02-15
None,Malatyaspor,TUR,1,1432.62219238,2019-12-30,2020-01-18
None,Legia,POL,1,1430.4407959,2019-12-21,2020-02-09
None,Haecken,SWE,1,1430.34130859,2019-12-13,2020-02-20
None,Charlton,ENG,2,1430.3223877,2019-12-31,2020-01-02
None,Gil Vicente,POR,1,1428.75646973,2019-12-16,2020-01-05
None,Panathinaikos,GRE,1,1427.34399414,2019-12-23,2020-01-05
None,Levski,BUL,1,1426.9197998,2019-12-16,2020-02-15
None,Dinamo Brest,BLR,1,1426.25268555,2019-12-02,2020-03-20
None,Santa Clara,POR,1,1426.1237793,2019-12-17,2020-01-04
None,Atromitos,GRE,1,1423.62255859,2019-12-24,2020-01-04
None,Tambov,RUS,1,1423.12109375,2019-12-13,2020-03-01
None,Portimonense,POR,1,1422.05566406,2019-12-14,2020-01-04
None,Clermont,FRA,2,1419.22900391,2019-12-21,2020-01-10
None,Pordenone,ITA,2,1418.53637695,2019-12-30,2020-01-17
None,Spezia,ITA,2,1418.48876953,2019-12-30,2020-01-19
None,Desna,UKR,1,1416.44165039,2019-12-16,2020-02-20
None,Luzern,SUI,1,1415.4354248,2019-12-16,2020-01-25
None,Sion,SUI,1,1414.64916992,2019-12-16,2020-01-26
None,Aris,GRE,1,1414.44665527,2019-12-23,2020-01-04
None,Soligorsk,BLR,1,1413.00683594,2019-12-02,2020-03-19
None,Barnsley,ENG,2,1412.60009766,2019-12-30,2020-01-02
None,Lok Zagreb,CRO,1,1411.83764648,2019-12-15,2020-02-01
None,Entella,ITA,2,1411.61755371,2019-12-30,2020-01-18
None,Wigan,ENG,2,1411.16516113,2019-12-30,2020-01-01
None,Ajaccio,FRA,2,1410.6697998,2019-12-22,2020-01-10
None,Caen,FRA,2,1410.58947754,2019-12-21,2020-01-13
None,Botosani,ROM,1,1408.73449707,2019-12-20,2020-02-02
None,Videoton,HUN,1,1408.49169922,2019-12-15,2020-01-25
None,Trnava,SLK,0,1408.2512207,2019-12-13,2020-07-01
None,Den Haag,NED,1,1407.71362305,2019-12-23,2020-01-19
None,Karlsruhe,GER,2,1407.23864746,2019-12-21,2020-01-29
None,Mlada Boleslav,CZE,1,1407.23815918,2019-12-14,2020-02-14
None,Nordsjaelland,DEN,1,1407.00048828,2019-12-14,2020-02-19
None,Pescara,ITA,2,1405.17883301,2019-12-30,2020-01-19
None,Gaz Metan,ROM,1,1403.96032715,2019-12-21,2020-01-31
None,Beer-Sheva,ISR,1,1403.15197754,2019-12-29,2020-01-05
None,Goeztepe,TUR,1,1402.16430664,2019-12-30,2020-01-19
None,HNK Gorica,CRO,1,1401.7878418,2019-12-14,2020-02-02
None,Admira,AUT,1,1397.64587402,2019-12-15,2020-02-16
None,Perugia,ITA,2,1397.55212402,2019-12-30,2020-01-18
None,Nancy,FRA,2,1397.15942383,2019-12-21,2020-01-10
None,Maccabi Haifa,ISR,1,1396.99584961,2019-12-29,2020-01-06
None,Kryliya Sovetov,RUS,1,1396.53686523,2019-12-13,2020-02-28
None,Valenciennes,FRA,2,1396.45324707,2019-12-21,2020-01-10
None,Sochi,RUS,1,1393.29943848,2019-12-13,2020-03-01
None,Wehen,GER,2,1391.81762695,2019-12-21,2020-01-28
None,Mattersburg,AUT,1,1391.7755127,2019-12-16,2020-02-16
None,Cosenza,ITA,2,1389.85656738,2019-12-30,2020-01-20
None,Odense,DEN,1,1389.59484863,2019-12-17,2020-02-16
None,Ilichivets,UKR,1,1388.72839355,2019-12-15,2020-02-20
None,Sparta Rotterdam,NED,1,1388.61804199,2019-12-22,2020-01-19
None,Slovan Liberec,CZE,1,1388.38793945,2019-12-15,2020-02-15
None,Grenoble,FRA,2,1388.30957031,2019-12-21,2020-01-10
None,Slovan Bratislava,SLK,0,1386.83740234,2019-12-13,2020-08-27
None,Cremonese,ITA,2,1385.51477051,2019-12-30,2020-01-18
None,Randers,DEN,1,1385.06225586,2019-12-16,2020-02-20
None,Pacos Ferreira,POR,1,1384.43212891,2019-12-16,2020-01-05
None,Luton,ENG,2,1384.36169434,2019-12-30,2020-01-01
None,Slovacko,CZE,1,1383.15283203,2019-12-15,2020-02-15
None,Haugesund,NOR,1,1382.36547852,2019-12-13,2020-06-17
None,Konyaspor,TUR,1,1381.98828125,2019-12-30,2020-01-17
None,Maribor,SVN,1,1381.95849609,2019-12-05,2020-02-22
None,Pisa,ITA,2,1379.1932373,2019-12-30,2020-01-19
None,Ascoli,ITA,2,1379.15075684,2019-12-30,2020-01-18
None,Olimpija Ljubljana,SVN,1,1378.55078125,2019-12-05,2020-02-22
None,Venezia,ITA,2,1375.70581055,2019-12-30,2020-01-18
None,Goeteborg,SWE,1,1375.49182129,2019-12-13,2020-02-20
None,Dinamo Bucuresti,ROM,1,1375.00146484,2019-12-20,2020-02-01
None,Aves,POR,1,1372.72961426,2019-12-15,2020-01-04
None,Dresden,GER,2,1372.65246582,2019-12-21,2020-01-29
None,Zwolle,NED,1,1372.31164551,2019-12-22,2020-01-17
None,Oostende,BEL,1,1371.85620117,2019-12-28,2020-01-18
None,Rizespor,TUR,1,1371.42883301,2019-12-30,2020-01-20
None,Juve Stabia,ITA,2,1371.04821777,2019-12-30,2020-01-18
None,Xamax,SUI,1,1370.51672363,2019-12-16,2020-01-25
None,Dunajska,SLK,0,1370.49035645,2019-12-13,2020-08-27
None,Sochaux,FRA,2,1369.54138184,2019-12-21,2020-01-10
None,Ruzomberok,SLK,0,1367.70422363,2019-12-13,2020-08-27
None,Hibernian,SCO,1,1366.91479492,2019-12-30,2020-01-22
None,Beveren,BEL,1,1366.32421875,2019-12-27,2020-01-18
None,Sigma Olomouc,CZE,1,1366.17150879,2019-12-15,2020-02-15
None,Bodoe Glimt,NOR,1,1365.72021484,2019-12-13,2020-06-16
None,Aalborg,DEN,1,1364.5489502,2019-12-14,2020-02-16
None,Viking,NOR,1,1364.35144043,2019-12-13,2020-06-16
None,Elfsborg,SWE,1,1364.14257812,2019-12-13,2020-02-20
None,Banik Ostrava,CZE,1,1363.90808105,2019-12-15,2020-02-15
None,St Poelten,AUT,1,1363.60253906,2019-12-15,2020-02-16
None,Gaziantep FK,TUR,1,1361.75439453,2019-12-30,2020-01-18
None,Odd Grenland,NOR,1,1360.7857666,2019-12-13,2020-06-16
None,OFI,GRE,1,1360.21850586,2019-12-23,2020-01-04
None,Lech,POL,1,1360.10339355,2019-12-20,2020-02-08
None,Eupen,BEL,1,1359.6463623,2019-12-27,2020-01-18
None,Cracovia,POL,1,1359.29431152,2019-12-21,2020-02-07
None,Emmen,NED,1,1357.20227051,2019-12-23,2020-01-19
None,Salernitana,ITA,2,1356.44714355,2019-12-30,2020-01-19
None,Piast Gliwice,POL,1,1356.44396973,2019-12-22,2020-02-09
None,Kasimpasa,TUR,1,1356.26977539,2019-12-29,2020-01-19
None,Asteras Tripolis,GRE,1,1356.20654297,2019-12-22,2020-01-04
None,Cukaricki,SRB,1,1356.12145996,2019-12-16,2020-02-15
None,Auxerre,FRA,2,1355.49267578,2019-12-21,2020-01-10
None,Nis,SRB,1,1355.3671875,2019-12-15,2020-02-16
None,Beitar,ISR,1,1354.83483887,2019-12-31,2020-01-13
None,Lamia,GRE,1,1353.58728027,2019-12-22,2020-01-05
None,Motherwell,SCO,1,1352.98059082,2019-12-30,2020-01-22
None,Denizlispor,TUR,1,1351.22241211,2019-12-29,2020-01-19
None,Vaduz,LIE,0,1350.1315918,2019-12-13,2020-02-20
None,Larisa,GRE,1,1349.54345703,2019-12-23,2020-01-05
None,Paris FC,FRA,2,1347.69824219,2019-12-22,2020-01-10
None,Genclerbirligi,TUR,1,1347.26586914,2019-12-28,2020-01-20
None,Pogon,POL,1,1347.16796875,2019-12-21,2020-02-09
None,Thun,SUI,1,1346.43676758,2019-12-15,2020-01-26
None,Ceske Budejovice,CZE,1,1346.18151855,2019-12-16,2020-02-14
None,Sepsi,ROM,1,1345.59655762,2019-12-23,2020-02-01
None,Sittard,NED,1,1345.00585938,2019-12-22,2020-01-18
None,Chateauroux,FRA,2,1344.39941406,2019-12-21,2020-01-10
None,Stabaek,NOR,1,1342.89990234,2019-12-13,2020-06-16
None,Twente,NED,1,1342.71118164,2019-12-21,2020-01-18
None,Jagiellonia,POL,1,1340.12280273,2019-12-22,2020-02-08
