Rank,Club,Country,Level,Elo,From,To
75,Celtic,SCO,1,1648.60656738,2007-12-30,2008-01-12
76,Dortmund,GER,1,1648.17993164,2007-12-30,2008-01-12
77,Hannover,GER,1,1647.86608887,2007-12-30,2008-01-12
78,Braga,POR,1,1644.66625977,2007-12-27,2008-01-04
79,Alkmaar,NED,1,1643.40429688,2007-12-31,2008-01-04
80,Lille,FRA,1,1643.11206055,2007-12-31,2008-01-04
81,Nuernberg,GER,1,1642.46057129,2007-12-31,2008-01-04
82,Shakhtar,UKR,1,1642.36584473,2007-12-31,2008-01-04
83,Bochum,GER,1,1642.33886719,2007-12-31,2008-01-04
84,Paris SG,FRA,1,1641.20959473,2007-12-28,2008-01-06
85,Levante,ESP,1,1639.22473145,2007-12-31,2008-01-06
86,Valenciennes,FRA,1,1637.35351562,2007-12-31,2008-01-12
87,Auxerre,FRA,1,1636.45495605,2007-12-31,2008-01-12
88,Cadiz,ESP,2,1636.25830078,2007-12-31,2008-01-05
89,Fulham,ENG,1,1636.15258789,2007-12-31,2008-01-01
90,Napoli,ITA,1,1635.70800781,2007-12-31,2008-01-01
91,Rennes,FRA,1,1635.69482422,2007-12-31,2008-01-01
92,Besiktas,TUR,1,1634.63232422,2007-12-31,2008-01-01
93,Ajax,NED,1,1633.83837891,2007-12-31,2008-01-01
94,Lens,FRA,1,1630.98901367,2007-12-24,2008-01-05
95,Sampdoria,ITA,1,1627.83874512,2007-12-30,2008-01-02
96,Sunderland,ENG,1,1627.44897461,2007-12-30,2008-01-02
97,Gijon,ESP,2,1626.81286621,2007-12-27,2008-01-06
98,CSKA Moskva,RUS,1,1626.37792969,2007-12-30,2008-01-06
99,Slavia Praha,CZE,1,1626.08361816,2007-12-30,2008-01-12
100,Elche,ESP,2,1626.01806641,2007-12-30,2008-01-06
None,West Brom,ENG,2,1625.59545898,2007-12-30,2008-01-01
None,Birmingham,ENG,1,1625.015625,2007-12-30,2008-01-01
None,Frankfurt,GER,1,1624.71826172,2007-12-27,2008-01-06
None,Chievo,ITA,2,1624.6661377,2007-12-23,2008-01-12
None,Lorient,FRA,1,1623.30273438,2007-12-23,2008-01-12
None,Reggina,ITA,1,1622.47241211,2007-12-24,2008-01-12
None,Wigan,ENG,1,1622.37353516,2007-12-30,2008-01-02
None,Parma,ITA,1,1620.8380127,2007-12-23,2008-01-13
None,Dynamo Kyiv,UKR,1,1618.15539551,2007-12-13,2008-03-02
None,Saint-Etienne,FRA,1,1617.76855469,2007-12-24,2008-01-12
None,Hertha,GER,1,1616.25341797,2007-12-21,2008-02-02
None,Karlsruhe,GER,1,1615.61791992,2007-12-21,2008-02-02
None,Toulouse,FRA,1,1615.50500488,2007-12-24,2008-01-12
None,Torino,ITA,1,1615.03100586,2007-12-24,2008-01-13
None,Zuerich,SUI,1,1609.8359375,2007-12-21,2008-02-02
None,Livorno,ITA,1,1609.55969238,2007-12-24,2008-01-13
None,Strasbourg,FRA,1,1609.1027832,2007-12-23,2008-01-12
None,Wolfsburg,GER,1,1609.08569336,2007-12-21,2008-02-02
None,Bologna,ITA,2,1608.85058594,2007-12-23,2008-01-12
None,Empoli,ITA,1,1605.37451172,2007-12-24,2008-01-12
None,Lecce,ITA,2,1601.89904785,2007-12-23,2008-01-12
None,CSKA Sofia,BUL,1,1601.83374023,2007-12-10,2008-03-01
None,Catania,ITA,1,1601.22631836,2007-12-24,2008-01-12
None,Genoa,ITA,1,1600.20141602,2007-12-23,2008-01-13
None,Charlton,ENG,2,1599.6270752,2007-12-30,2008-01-01
None,Gladbach,GER,2,1599.31335449,2007-12-21,2008-02-01
None,Tarragona,ESP,2,1595.39904785,2007-12-23,2008-01-06
None,Steaua,ROM,1,1594.71520996,2007-12-17,2008-02-24
None,Hercules,ESP,2,1594.52294922,2007-12-23,2008-01-06
None,Mainz,GER,2,1593.80102539,2007-12-21,2008-02-03
None,Tenerife,ESP,2,1593.7401123,2007-12-23,2008-01-06
None,Stoke,ENG,2,1592.18469238,2007-12-30,2008-01-01
None,Nantes,FRA,2,1592.16577148,2007-12-23,2008-01-11
None,Twente,NED,1,1591.91174316,2007-12-31,2008-01-11
None,Siena,ITA,1,1590.55273438,2007-12-24,2008-01-13
None,Castellon,ESP,2,1588.70751953,2007-12-24,2008-01-05
None,Sochaux,FRA,1,1585.99328613,2007-12-23,2008-01-12
None,Sparta Praha,CZE,1,1585.52429199,2007-12-21,2008-02-14
None,Salamanca,ESP,2,1585.42028809,2007-12-23,2008-01-06
None,FC Kobenhavn,DEN,1,1583.92370605,2007-12-21,2008-03-16
None,Dinamo Zagreb,CRO,1,1583.02929688,2007-12-21,2008-02-23
None,Alaves,ESP,2,1582.14257812,2007-12-23,2008-01-06
None,Bielefeld,GER,1,1581.93591309,2007-12-21,2008-02-02
None,Levski,BUL,1,1581.79309082,2007-12-09,2008-02-24
None,Rapid Bucuresti,ROM,1,1580.63220215,2007-12-20,2008-02-23
None,Cottbus,GER,1,1580.39904785,2007-12-21,2008-02-02
None,Feyenoord,NED,1,1578.72680664,2007-12-31,2008-01-12
None,Belenenses,POR,1,1576.27624512,2007-12-23,2008-01-07
None,Anderlecht,BEL,1,1573.70568848,2007-12-23,2008-01-19
None,Standard,BEL,1,1573.57141113,2007-12-24,2008-01-19
None,Watford,ENG,2,1573.25085449,2007-12-30,2008-01-01
None,Mantova,ITA,2,1569.85498047,2007-12-23,2008-01-12
None,Crystal Palace,ENG,2,1569.52075195,2007-12-30,2008-01-01
None,Albacete,ESP,2,1569.40759277,2007-12-24,2008-01-05
None,FC Moskva,RUS,1,1567.35327148,2007-12-20,2008-02-13
None,Roda,NED,1,1566.40722656,2007-12-31,2008-01-12
None,Rosenborg,NOR,1,1562.62255859,2007-12-12,2008-02-13
None,Freiburg,GER,2,1562.24926758,2007-12-21,2008-02-03
None,Sevilla B,ESP,2,1562.19506836,2007-12-23,2008-01-06
None,CFR Cluj,ROM,1,1560.11047363,2007-12-17,2008-02-23
None,Brescia,ITA,2,1560.03308105,2007-12-23,2008-01-12
None,Kayseri,TUR,1,1558.30187988,2007-12-23,2008-01-13
None,Troyes,FRA,2,1556.54187012,2007-12-21,2008-01-11
None,Granada 74,ESP,2,1555.96435547,2007-12-24,2008-01-06
None,Poli Ejido,ESP,2,1555.63464355,2007-12-23,2008-01-06
None,Le Havre,FRA,2,1555.14782715,2007-12-21,2008-01-14
None,Heerenveen,NED,1,1555.02001953,2007-12-31,2008-01-13
None,Sivasspor,TUR,1,1554.02783203,2007-12-24,2008-01-13
None,Young Boys,SUI,1,1553.91552734,2007-12-21,2008-02-03
None,Sheffield United,ENG,2,1553.59118652,2007-12-30,2008-01-01
None,Beitar,ISR,1,1553.16931152,2007-12-20,2008-01-05
None,Cagliari,ITA,1,1552.30871582,2007-12-24,2008-01-13
None,Xerez,ESP,2,1550.75549316,2007-12-23,2008-01-06
None,Dinamo Bucuresti,ROM,1,1550.31689453,2007-12-17,2008-02-22
None,Saturn Ramenskoje,RUS,1,1548.38964844,2007-12-20,2008-02-13
None,Teplice,CZE,1,1544.34533691,2007-12-21,2008-02-14
None,Nacional,POR,1,1542.62878418,2007-12-22,2008-01-07
None,Mlada Boleslav,CZE,1,1542.53149414,2007-12-21,2008-02-14
None,Lok Moskva,RUS,1,1542.16101074,2007-12-20,2008-02-13
None,Slovan Liberec,CZE,1,1541.50927734,2007-12-21,2008-02-14
None,Eibar,ESP,2,1540.72924805,2007-12-23,2008-01-05
None,Trabzonspor,TUR,1,1539.78747559,2007-12-23,2008-01-13
None,Brugge,BEL,1,1538.94299316,2007-12-20,2008-01-18
None,Cordoba,ESP,2,1538.41931152,2007-12-24,2008-01-06
None,Rostock,GER,1,1536.52758789,2007-12-21,2008-02-01
None,Wolves,ENG,2,1535.49743652,2007-12-30,2008-01-01
None,Maritimo,POR,1,1534.99597168,2007-12-24,2008-01-06
None,Sedan,FRA,2,1534.79760742,2007-12-21,2008-01-11
None,Guimaraes,POR,1,1534.56750488,2007-12-23,2008-01-06
None,Albinoleffe,ITA,2,1534.28271484,2007-12-23,2008-01-12
None,Duisburg,GER,1,1533.66345215,2007-12-21,2008-02-02
None,Aalborg,DEN,1,1533.27282715,2007-12-21,2008-03-15
None,Plymouth Argyle,ENG,2,1533.23974609,2007-12-30,2008-01-01
None,Derby,ENG,1,1533.09680176,2007-12-31,2008-01-02
None,Ascoli,ITA,2,1533.07983398,2007-12-23,2008-01-12
None,Rimini,ITA,2,1531.30883789,2007-12-23,2008-01-12
None,Brann,NOR,1,1530.1529541,2007-12-12,2008-02-13
None,Groningen,NED,1,1529.86035156,2007-12-30,2008-01-12
None,Southampton,ENG,2,1528.07519531,2007-12-30,2008-01-01
None,Setubal,POR,1,1524.94665527,2007-12-24,2008-01-05
None,Fuerth,GER,2,1523.55334473,2007-12-21,2008-02-03
None,Koeln,GER,2,1522.44104004,2007-12-21,2008-02-01
None,Boavista,POR,1,1520.91723633,2007-12-24,2008-01-05
None,Banik Ostrava,CZE,1,1520.1940918,2007-12-21,2008-02-14
None,Wisla,POL,1,1518.18408203,2007-12-10,2008-02-22
None,Utrecht,NED,1,1517.95617676,2007-12-31,2008-01-13
None,Las Palmas,ESP,2,1516.90625,2007-12-23,2008-01-06
None,Metz,FRA,1,1514.43811035,2007-12-23,2008-01-12
None,Aris,GRE,1,1514.42028809,2007-12-31,2008-01-06
None,Ipswich,ENG,2,1514.3494873,2007-12-30,2008-01-01
None,Odense,DEN,1,1512.7578125,2007-12-21,2008-03-15
None,Bastia,FRA,2,1511.8972168,2007-12-21,2008-01-11
None,Genk,BEL,1,1511.88354492,2007-12-24,2008-01-20
None,Cardiff,ENG,2,1509.93151855,2007-12-30,2008-01-01
None,Bristol City,ENG,2,1508.1862793,2007-12-30,2008-01-01
None,Denizlispor,TUR,1,1505.16149902,2007-12-24,2008-01-13
None,Maccabi Haifa,ISR,1,1505.11340332,2007-12-20,2008-01-06
None,Estrela Amadora,POR,1,1503.65588379,2007-12-20,2008-01-06
None,Salzburg,AUT,1,1502.56811523,2007-12-20,2008-02-15
None,Hull,ENG,2,1502.11633301,2007-12-31,2008-01-01
None,Grenoble,FRA,2,1501.19958496,2007-12-22,2008-01-11
None,Leixoes,POR,1,1500.91320801,2007-12-24,2008-01-06
None,Beerschot AC,BEL,1,1499.53479004,2007-12-23,2008-01-19
None,Aachen,GER,2,1498.41271973,2007-12-21,2008-02-04
None,Sheffield Weds,ENG,2,1498.02893066,2007-12-31,2008-01-01
None,Modena,ITA,2,1497.95568848,2007-12-23,2008-01-12
None,Dnipro,UKR,1,1497.27416992,2007-12-13,2008-03-02
None,Stabaek,NOR,1,1496.88891602,2007-12-12,2008-02-13
None,Tomsk,RUS,1,1496.87060547,2007-12-20,2008-02-13
None,Ferrol,ESP,2,1496.84289551,2007-12-23,2008-01-06
None,Pisa,ITA,2,1495.79064941,2007-12-23,2008-01-12
None,Aberdeen,SCO,1,1495.52978516,2007-12-30,2008-01-02
None,Messina,ITA,2,1495.50708008,2007-12-23,2008-01-12
None,PAOK,GRE,1,1495.13659668,2007-12-31,2008-01-06
None,Crvena Zvezda,SRB,1,1495.09387207,2007-12-20,2008-03-01
None,Konyaspor,TUR,1,1494.93261719,2007-12-23,2008-01-12
None,Gent,BEL,1,1494.88183594,2007-12-23,2008-01-20
None,Burnley,ENG,2,1494.57543945,2007-12-30,2008-01-01
None,Amkar Perm,RUS,1,1494.48974609,2007-12-20,2008-02-13
None,Dynamo Moskva,RUS,1,1493.38305664,2007-12-20,2008-02-13
None,Ajaccio,FRA,2,1492.20556641,2007-12-22,2008-01-11
None,Muenchen 60,GER,2,1492.20483398,2007-12-21,2008-02-03
None,Rubin Kazan,RUS,1,1487.81115723,2007-12-20,2008-02-13
None,Leiria,POR,1,1487.72009277,2007-12-24,2008-01-06
None,Viktoria Plzen,CZE,1,1487.56542969,2007-12-21,2008-02-14
None,Piacenza,ITA,2,1487.37646484,2007-12-23,2008-01-12
None,Brno,CZE,1,1486.34033203,2007-12-21,2008-02-14
None,Goeteborg,SWE,1,1485.19873047,2007-12-07,2008-02-13
None,Partizan,SRB,1,1482.73864746,2007-12-20,2008-03-01
None,Pacos Ferreira,POR,1,1481.44934082,2007-12-23,2008-01-06
None,Ankaraspor,TUR,1,1481.37255859,2007-12-24,2008-01-13
None,Preston,ENG,2,1480.99084473,2007-12-30,2008-01-01
None,Metalist,UKR,1,1480.66040039,2007-12-13,2008-03-01
None,Lautern,GER,2,1480.10449219,2007-12-21,2008-02-01
None,Panionios,GRE,1,1479.72192383,2007-12-31,2008-01-06
None,Lillestrom,NOR,1,1477.03015137,2007-12-12,2008-02-13
None,Leicester,ENG,2,1476.64379883,2007-12-30,2008-01-01
None,Sion,SUI,1,1476.00695801,2007-12-21,2008-02-02
None,Gaziantepspor,TUR,1,1475.33740234,2007-12-24,2008-01-12
None,Montpellier,FRA,2,1474.56103516,2007-12-22,2008-01-11
None,Frosinone,ITA,2,1474.07556152,2007-12-23,2008-01-12
None,Viking,NOR,1,1473.10229492,2007-12-12,2008-02-13
None,Genclerbirligi,TUR,1,1472.89025879,2007-12-24,2008-01-12
None,Djurgarden,SWE,1,1471.54064941,2007-12-07,2008-02-13
None,Lok Sofia,BUL,1,1469.66687012,2007-12-09,2008-03-02
None,Timisoara,ROM,1,1468.89782715,2007-12-17,2008-02-24
None,Sturm Graz,AUT,1,1467.47351074,2007-12-20,2008-02-16
None,QPR,ENG,2,1467.41711426,2007-12-30,2008-01-01
None,Academica,POR,1,1467.31481934,2007-12-23,2008-01-04
None,Kalmar,SWE,1,1466.41796875,2007-12-07,2008-02-13
None,Helsingborg,SWE,1,1466.3125,2007-12-07,2008-02-13
None,Spezia,ITA,2,1466.26098633,2007-12-23,2008-01-12
None,Cercle Brugge,BEL,1,1464.56152344,2007-12-24,2008-01-20
None,Ankaraguecue,TUR,1,1464.38024902,2007-12-23,2008-01-13
None,Amiens,FRA,2,1463.90258789,2007-12-21,2008-01-11
None,Norwich,ENG,2,1463.84912109,2007-12-30,2008-01-01
None,Augsburg,GER,2,1463.73461914,2007-12-21,2008-02-03
None,Bursaspor,TUR,1,1463.06433105,2007-12-24,2008-01-13
None,Rizespor,TUR,1,1462.63000488,2007-12-24,2008-01-12
None,Barnsley,ENG,2,1462.38476562,2007-12-30,2008-01-01
None,Naval,POR,1,1460.55847168,2007-12-23,2008-01-06
None,Coventry,ENG,2,1460.24719238,2007-12-30,2008-01-01
None,Midtjylland,DEN,1,1460.09204102,2007-12-21,2008-03-17
None,Legia,POL,1,1459.35766602,2007-12-09,2008-02-23
None,Breda,NED,1,1459.04467773,2007-12-31,2008-01-12
None,Brest,FRA,2,1459.00598145,2007-12-22,2008-01-14
None,Colchester,ENG,2,1458.60473633,2007-12-30,2008-01-01
None,Bari,ITA,2,1457.30810547,2007-12-23,2008-01-12
None,Nordsjaelland,DEN,1,1457.16235352,2007-12-21,2008-03-17
None,Triestina,ITA,2,1456.58190918,2007-12-23,2008-01-12
None,Chateauroux,FRA,2,1455.7713623,2007-12-22,2008-01-11
None,Valerenga,NOR,1,1455.41149902,2007-12-12,2008-02-13
None,Clermont,FRA,2,1455.36376953,2007-12-21,2008-01-11
None,Vitesse,NED,1,1454.48144531,2007-12-31,2008-01-13
None,Kryliya Sovetov,RUS,1,1454.17248535,2007-12-20,2008-02-13
None,Guingamp,FRA,2,1454.12585449,2007-12-23,2008-01-11
None,Spartak Nalchik,RUS,1,1453.32263184,2007-12-20,2008-02-13
None,Blackpool,ENG,2,1453.05102539,2007-12-30,2008-01-01
None,Erciyesspor,TUR,0,1452.83544922,2007-12-20,2008-02-13
None,Vladivostok,RUS,1,1452.09179688,2007-12-20,2008-02-13
None,Urziceni,ROM,1,1449.99865723,2007-12-17,2008-02-23
None,Netanya,ISR,1,1448.57421875,2007-12-20,2008-01-05
None,Hacettepespor,TUR,1,1447.99963379,2007-12-24,2008-01-12
None,Xanthi,GRE,1,1447.87915039,2007-12-30,2008-01-06
None,Austria Wien,AUT,1,1447.20556641,2007-12-20,2008-02-16
None,Rapid Wien,AUT,1,1447.06140137,2007-12-20,2008-02-16
None,FC Khimki,RUS,1,1446.27075195,2007-12-20,2008-02-13
None,Elfsborg,SWE,1,1446.2286377,2007-12-07,2008-02-13
None,M Petach Tikva,ISR,1,1445.93920898,2007-12-20,2008-01-06
None,Atromitos,GRE,1,1445.46252441,2007-12-31,2008-01-06
None,Dijon,FRA,2,1443.23352051,2007-12-22,2008-01-11
None,Niort,FRA,2,1442.58178711,2007-12-22,2008-01-11
None,Iraklis,GRE,1,1441.51989746,2007-12-31,2008-01-05
None,Grasshoppers,SUI,1,1440.51977539,2007-12-21,2008-02-02
None,Manisaspor,TUR,1,1439.75439453,2007-12-22,2008-01-13
None,Tromso,NOR,1,1439.41943359,2007-12-12,2008-02-13
None,Bueyueksehir,TUR,1,1438.14550781,2007-12-24,2008-01-13
None,Vaslui,ROM,1,1437.21899414,2007-12-17,2008-02-23
None,Hearts,SCO,1,1436.88549805,2007-12-30,2008-01-02
None,Brondby,DEN,1,1436.52185059,2007-12-21,2008-03-16
None,Koblenz,GER,2,1436.06433105,2007-12-21,2008-02-03
None,Litex,BUL,1,1435.10546875,2007-12-10,2008-03-01
None,Artmedia,SLK,0,1434.52038574,2007-10-03,2008-07-15
None,Angers,FRA,2,1434.43762207,2007-12-22,2008-01-11
None,Charleroi,BEL,1,1433.87805176,2007-12-24,2008-01-19
None,Wehen,GER,2,1433.7409668,2007-12-21,2008-02-01
None,Debrecen,HUN,1,1431.51477051,2007-11-24,2008-02-22
None,Treviso,ITA,2,1430.21813965,2007-12-23,2008-01-12
None,Tescoma Zlin,CZE,1,1429.61547852,2007-12-21,2008-02-14
None,Boulogne,FRA,2,1427.86071777,2007-12-22,2008-01-11
None,Larisa,GRE,1,1427.50769043,2007-12-30,2008-01-06
None,Hibernian,SCO,1,1427.40844727,2007-12-30,2008-01-05
None,Hoffenheim,GER,2,1425.7434082,2007-12-21,2008-02-01
None,Cesena,ITA,2,1422.37280273,2007-12-23,2008-01-12
None,Reims,FRA,2,1422.13208008,2007-12-21,2008-01-11
None,Otelul Galati,ROM,1,1421.29309082,2007-12-16,2008-02-23
None,Sigma Olomouc,CZE,1,1421.28027344,2007-12-21,2008-02-14
None,St Pauli,GER,2,1421.27087402,2007-12-21,2008-02-01
None,Vicenza,ITA,2,1420.30725098,2007-12-23,2008-01-12
None,Grosseto,ITA,2,1419.99755859,2007-12-23,2008-01-12
None,Mattersburg,AUT,1,1418.81201172,2007-12-20,2008-02-15
None,Ceske Budejovice,CZE,1,1416.41027832,2007-12-21,2008-02-14
None,Aue,GER,2,1414.82348633,2007-12-21,2008-02-03
None,Scunthorpe,ENG,2,1414.3190918,2007-12-30,2008-01-01
None,Anorthosis,CYP,0,1414.13330078,2007-10-05,2008-07-15
None,AIK,SWE,1,1413.5925293,2007-12-07,2008-02-13
None,Avellino,ITA,2,1413.43786621,2007-12-23,2008-01-12
None,Inverness,SCO,1,1412.63134766,2007-12-30,2008-01-02
None,Aarau,SUI,1,1412.16381836,2007-12-21,2008-02-03
None,Osnabrueck,GER,2,1411.74389648,2007-12-21,2008-02-03
None,OFI,GRE,1,1411.56188965,2007-12-31,2008-01-06
None,Falkirk,SCO,1,1411.02246094,2007-12-30,2008-01-02
None,Kuban,RUS,1,1410.43432617,2007-12-20,2008-01-01
None,Domzale,SVN,1,1409.92333984,2007-12-02,2008-03-02
None,APOEL,CYP,0,1409.56652832,2007-10-05,2008-07-15
None,Hammarby,SWE,1,1408.60388184,2007-12-07,2008-02-13
None,Bistrita,ROM,1,1408.3494873,2007-12-16,2008-02-24
None,Gueugnon,FRA,2,1408.20788574,2007-12-22,2008-01-11
None,Zilina,SLK,0,1408.20678711,2007-10-03,2008-07-15
None,MTK,HUN,1,1407.65942383,2007-11-30,2008-02-25
None,Nijmegen,NED,1,1407.06616211,2007-12-31,2008-01-11
None,Jablonec,CZE,1,1406.71594238,2007-12-21,2008-02-14
None,Lyn Oslo,NOR,1,1406.07922363,2007-12-12,2008-02-13
None,Paderborn,GER,2,1405.4798584,2007-12-21,2008-02-03
None,Xamax,SUI,1,1404.2689209,2007-12-21,2008-02-03
None,Thun,SUI,1,1404.0222168,2007-12-21,2008-02-02
None,Lubin,POL,1,1403.14978027,2007-12-10,2008-02-23
None,Asteras Tripolis,GRE,1,1402.55725098,2007-12-31,2008-01-06
None,Hajduk,CRO,1,1402.53112793,2007-12-21,2008-02-23
None,Grodzisk,POL,1,1399.96252441,2007-12-09,2008-02-23
None,Mouscron,BEL,1,1399.20715332,2007-12-23,2008-01-20
None,Esbjerg,DEN,1,1397.36279297,2007-12-21,2008-03-16
None,Omonia,CYP,0,1396.59606934,2007-10-05,2008-07-15
None,Motherwell,SCO,1,1396.48791504,2007-12-30,2008-01-19
None,Ried,AUT,1,1395.24536133,2007-12-20,2008-02-17
None,H Tel Aviv,ISR,1,1395.23950195,2007-12-20,2008-01-05
None,Offenbach,GER,2,1395.12463379,2007-12-21,2008-02-03
None,Shinnik Jaroslawl,RUS,1,1394.81213379,2008-01-01,2008-02-13
None,Terek Grozny,RUS,1,1394.81213379,2008-01-01,2008-02-13
None,Westerlo,BEL,1,1393.8729248,2007-12-20,2008-01-19
None,Kilmarnock,SCO,1,1393.64904785,2007-12-30,2008-01-02
None,Zlate Moravce,SLK,0,1393.22875977,2007-10-03,2008-07-01
None,Fredrikstad,NOR,1,1391.67419434,2007-12-12,2008-02-13
None,Rostov,RUS,1,1391.53405762,2007-12-20,2008-01-01
None,Malmoe,SWE,1,1391.37658691,2007-12-07,2008-02-13
None,StGallen,SUI,1,1388.37634277,2007-12-21,2008-02-03
None,Kfar-Saba,ISR,1,1388.33337402,2007-12-20,2008-01-05
None,Kladno,CZE,1,1386.71520996,2007-12-21,2008-02-14
None,Randers,DEN,1,1386.67663574,2007-12-21,2008-03-16
None,Jena,GER,2,1386.42932129,2007-12-21,2008-02-04
None,Lech,POL,1,1384.91906738,2007-12-08,2008-02-24
None,Novi Sad,SRB,1,1384.0480957,2007-12-20,2008-03-01
None,Chernomorets,UKR,1,1379.19641113,2007-12-13,2008-03-01
None,Kalamaria,GRE,1,1377.72131348,2007-12-31,2008-01-06
None,LASK,AUT,1,1376.32873535,2007-12-20,2008-02-17
None,Zulte Waregem,BEL,1,1376.18701172,2007-12-23,2008-01-19
None,FK SIAD Most,CZE,1,1375.35925293,2007-12-21,2008-02-14
None,Horsens,DEN,1,1375.32299805,2007-12-21,2008-03-16
None,M Tel Aviv,ISR,1,1373.66650391,2007-12-20,2008-01-05
