Rank,Club,Country,Level,Elo,From,To
45,Sporting,POR,1,1694.84436035,2015-12-31,2016-01-02
46,Espanyol,ESP,1,1694.34082031,2015-12-31,2016-01-02
47,Crystal Palace,ENG,1,1693.43151855,2015-12-29,2016-01-02
48,PSV,NED,1,1693.3026123,2015-12-27,2016-01-02
49,Hertha,GER,1,1693.28808594,2015-12-27,2016-01-02
50,Monaco,FRA,1,1691.67272949,2015-12-27,2016-01-03
51,Mainz,GER,1,1683.31896973,2015-12-31,2016-01-12
52,Betis,ESP,1,1683.00976562,2015-12-31,2016-01-03
53,Fenerbahce,TUR,1,1671.77966309,2015-12-29,2016-01-02
54,Sparta Praha,CZE,1,1671.02905273,2015-12-29,2016-01-02
55,Augsburg,GER,1,1668.99328613,2015-12-21,2016-01-02
56,Marseille,FRA,1,1668.8079834,2015-12-21,2016-01-02
57,Koeln,GER,1,1668.79064941,2015-12-20,2016-01-02
58,Torino,ITA,1,1667.61047363,2015-12-21,2016-01-02
59,Eibar,ESP,1,1667.59362793,2015-12-31,2016-01-02
60,West Ham,ENG,1,1665.80334473,2015-12-31,2016-01-02
61,Ajax,NED,1,1663.0,2015-12-31,2016-01-03
62,Saint-Etienne,FRA,1,1662.84008789,2015-12-31,2016-01-03
63,Sassuolo,ITA,1,1661.09277344,2015-12-31,2016-01-04
64,Lyon,FRA,1,1655.39099121,2015-12-31,2016-01-04
65,Getafe,ESP,1,1652.36584473,2015-12-31,2016-01-04
66,Watford,ENG,1,1651.82922363,2015-12-31,2016-01-02
67,Gijon,ESP,1,1649.61218262,2015-12-31,2016-01-04
68,Swansea,ENG,1,1645.64135742,2015-12-31,2016-01-02
69,Hamburg,GER,1,1643.83789062,2015-12-31,2016-01-04
70,West Brom,ENG,1,1643.44213867,2015-12-31,2016-01-02
71,Anderlecht,BEL,1,1641.33276367,2015-12-31,2016-01-03
72,Frankfurt,GER,1,1641.28723145,2015-12-31,2016-01-03
73,Rayo Vallecano,ESP,1,1641.0333252,2015-12-31,2016-01-03
74,Besiktas,TUR,1,1640.0378418,2015-12-29,2016-01-03
75,Hoffenheim,GER,1,1639.88464355,2015-12-29,2016-01-03
76,Viktoria Plzen,CZE,1,1639.65625,2015-12-29,2016-01-03
77,Lok Moskva,RUS,1,1637.73779297,2015-12-28,2016-01-03
78,Las Palmas,ESP,1,1637.68981934,2015-12-31,2016-01-03
79,Freiburg,GER,2,1636.98022461,2015-12-31,2016-01-09
80,Empoli,ITA,1,1636.79101562,2015-12-31,2016-01-06
81,Salzburg,AUT,1,1634.97949219,2015-12-31,2016-01-06
82,Genoa,ITA,1,1632.95227051,2015-12-31,2016-01-03
83,Gent,BEL,1,1629.70080566,2015-12-31,2016-01-03
84,Lille,FRA,1,1629.32299805,2015-12-31,2016-01-03
85,Dynamo Moskva,RUS,1,1626.21435547,2015-12-31,2016-01-03
86,Terek Grozny,RUS,1,1625.4230957,2015-12-31,2016-01-03
87,Chievo,ITA,1,1624.15258789,2015-12-31,2016-01-03
88,Granada,ESP,1,1621.99182129,2015-12-31,2016-01-02
89,Levante,ESP,1,1621.40039062,2015-12-31,2016-01-02
90,Galatasaray,TUR,1,1619.19274902,2015-12-28,2016-01-02
91,Spartak Moskva,RUS,1,1618.63439941,2015-12-21,2016-01-02
92,Dnipro,UKR,1,1616.99182129,2015-12-21,2016-01-02
93,Werder,GER,1,1615.44421387,2015-12-21,2016-01-02
94,Norwich,ENG,1,1614.47155762,2015-12-29,2016-01-02
95,Atalanta,ITA,1,1612.74963379,2015-12-29,2016-01-02
96,Sampdoria,ITA,1,1609.08361816,2015-12-27,2016-01-02
97,Elche,ESP,2,1608.79772949,2015-12-27,2016-01-02
98,Bournemouth,ENG,1,1607.77600098,2015-12-29,2016-01-02
99,Nice,FRA,1,1607.39904785,2015-12-29,2016-01-06
100,Hannover,GER,1,1606.33190918,2015-12-20,2016-01-06
None,Middlesbrough,ENG,2,1605.79528809,2015-12-29,2016-01-02
None,Rapid Wien,AUT,1,1605.14819336,2015-12-20,2016-01-12
None,Rubin Kazan,RUS,1,1605.04785156,2015-12-20,2016-01-31
None,Stuttgart,GER,1,1603.47033691,2015-12-20,2016-01-23
None,Palermo,ITA,1,1601.36669922,2015-12-21,2016-01-06
None,Rostov,RUS,1,1600.73364258,2015-12-11,2016-02-16
None,Brugge,BEL,1,1600.25646973,2015-12-27,2016-01-16
None,Rennes,FRA,1,1597.64916992,2015-12-20,2016-01-09
None,Udinese,ITA,1,1595.70031738,2015-12-21,2016-01-06
None,Cagliari,ITA,2,1593.18310547,2015-12-28,2016-01-18
None,Valladolid,ESP,2,1592.2890625,2015-12-21,2016-01-04
None,Bordeaux,FRA,1,1592.0994873,2015-12-21,2016-01-09
None,Braga,POR,1,1590.04907227,2015-12-22,2016-01-02
None,Montpellier,FRA,1,1589.76953125,2015-12-19,2016-01-09
None,Caen,FRA,1,1589.56994629,2015-12-20,2016-01-09
None,Zorya,UKR,1,1586.76049805,2015-12-11,2016-02-18
None,Derby,ENG,2,1586.27844238,2015-12-30,2016-01-02
None,Newcastle,ENG,1,1585.32299805,2015-12-29,2016-01-02
None,Lorient,FRA,1,1582.79016113,2015-12-20,2016-01-09
None,Zaragoza,ESP,2,1580.98852539,2015-12-20,2016-01-03
None,Girona,ESP,2,1580.87756348,2015-12-20,2016-01-04
None,BATE,BLR,1,1576.55725098,2015-12-11,2016-04-02
None,Ingolstadt,GER,1,1573.31994629,2015-12-20,2016-01-23
None,Dinamo Zagreb,CRO,1,1572.94604492,2015-12-20,2016-02-14
None,Feyenoord,NED,1,1572.23962402,2015-12-21,2016-01-17
None,Leganes,ESP,2,1572.0802002,2015-12-21,2016-01-03
None,Sunderland,ENG,1,1570.81787109,2015-12-31,2016-01-02
None,Hull,ENG,2,1569.95471191,2015-12-29,2016-01-01
None,Alaves,ESP,2,1567.90270996,2015-12-20,2016-01-02
None,Alcorcon,ESP,2,1567.83581543,2015-12-21,2016-01-04
None,Sverdlovsk,RUS,1,1567.76611328,2015-12-11,2016-02-16
None,Angers,FRA,1,1567.73425293,2015-12-21,2016-01-09
None,Cordoba,ESP,2,1565.20898438,2015-12-19,2016-01-03
None,Kuban,RUS,1,1559.64794922,2015-12-11,2016-02-16
None,Oviedo,ESP,2,1558.18615723,2015-12-21,2016-01-03
None,Mirandes,ESP,2,1557.89086914,2015-12-21,2016-01-03
None,Nantes,FRA,1,1557.31665039,2015-12-20,2016-01-10
None,Verona,ITA,1,1556.06604004,2015-12-21,2016-01-06
None,Bastia,FRA,1,1555.24353027,2015-12-20,2016-01-08
None,Ponferradina,ESP,2,1554.90869141,2015-12-20,2016-01-03
None,Burnley,ENG,2,1554.20349121,2015-12-29,2016-01-02
None,Osasuna,ESP,2,1552.69006348,2015-12-20,2016-01-02
None,Legia,POL,1,1550.55871582,2015-12-21,2016-02-14
None,Nancy,FRA,2,1549.35876465,2015-12-18,2016-01-08
None,Tarragona,ESP,2,1549.12487793,2015-12-20,2016-01-02
None,Nuernberg,GER,2,1547.85717773,2015-12-20,2016-02-06
None,Young Boys,SUI,1,1545.22558594,2015-12-11,2016-02-06
None,Lugo,ESP,2,1544.39257812,2015-12-22,2016-01-03
None,Amkar Perm,RUS,1,1544.07788086,2015-12-11,2016-02-16
None,Rosenborg,NOR,1,1543.6229248,2015-12-11,2016-02-18
None,Grasshoppers,SUI,1,1541.63964844,2015-12-11,2016-02-06
None,Almeria,ESP,2,1540.97570801,2015-12-21,2016-01-03
None,Aston Villa,ENG,1,1540.46142578,2015-12-29,2016-01-02
None,Darmstadt,GER,1,1537.51635742,2015-12-21,2016-01-23
None,Panathinaikos,GRE,1,1536.91467285,2015-12-21,2016-01-04
None,RB Leipzig,GER,2,1535.15625,2015-12-20,2016-02-07
None,Bologna,ITA,1,1534.93762207,2015-12-20,2016-01-06
None,Vitesse,NED,1,1534.74841309,2015-12-19,2016-01-16
None,Gazelec,FRA,1,1533.54980469,2015-12-21,2016-01-09
None,Malmoe,SWE,1,1532.4510498,2015-12-09,2016-04-02
None,Guingamp,FRA,1,1532.0958252,2015-12-20,2016-01-10
None,Numancia,ESP,2,1527.27185059,2015-12-20,2016-01-03
None,Molde,NOR,1,1526.83898926,2015-12-11,2016-02-18
None,PAOK,GRE,1,1525.74304199,2015-12-21,2016-01-10
None,Toulouse,FRA,1,1525.0982666,2015-12-20,2016-01-09
None,Luzern,SUI,1,1524.96008301,2015-12-11,2016-02-07
None,Astra,ROM,1,1524.44372559,2015-12-20,2016-02-13
None,Reims,FRA,1,1524.37841797,2015-12-20,2016-01-09
None,Tenerife,ESP,2,1523.9786377,2015-12-21,2016-01-04
None,FC Kobenhavn,DEN,1,1523.56506348,2015-12-11,2016-02-18
None,Goeteborg,SWE,1,1519.80480957,2015-12-09,2016-04-03
None,Ipswich,ENG,2,1519.66564941,2015-12-30,2016-01-02
None,Celtic,SCO,1,1518.97009277,2015-12-28,2016-01-02
None,Kryliya Sovetov,RUS,1,1515.90991211,2015-12-11,2016-02-16
None,Bueyueksehir,TUR,1,1515.28637695,2015-12-27,2016-01-17
None,Dijon,FRA,2,1513.77697754,2015-12-19,2016-01-08
None,Vorskla,UKR,1,1511.39526367,2015-12-11,2016-02-18
None,Huesca,ESP,2,1509.9720459,2015-12-21,2016-01-03
None,Rijeka,CRO,1,1509.60083008,2015-12-19,2016-02-12
None,Braunschweig,GER,2,1509.23242188,2015-12-21,2016-02-07
None,Steaua,ROM,1,1509.13232422,2015-12-22,2016-02-15
None,Pescara,ITA,2,1508.7454834,2015-12-28,2016-01-16
None,Lautern,GER,2,1508.73828125,2015-12-21,2016-02-05
None,Crotone,ITA,2,1507.81481934,2015-12-28,2016-01-18
None,Llagostera,ESP,2,1506.19372559,2015-12-21,2016-01-03
None,Midtjylland,DEN,1,1503.61315918,2015-12-11,2016-02-18
None,Carpi,ITA,1,1502.43395996,2015-12-21,2016-01-06
None,Austria Wien,AUT,1,1500.36071777,2015-12-13,2016-02-06
None,Trabzonspor,TUR,1,1499.69567871,2015-12-27,2016-01-17
None,Standard,BEL,1,1499.57141113,2015-12-28,2016-01-17
None,Anzhi,RUS,1,1499.46704102,2015-12-11,2016-02-16
None,Mordovia,RUS,1,1498.1048584,2015-12-11,2016-02-16
None,Mallorca,ESP,2,1497.68115234,2015-12-20,2016-01-02
None,Sion,SUI,1,1497.66113281,2015-12-11,2016-02-07
None,Karlsruhe,GER,2,1496.859375,2015-12-19,2016-02-07
None,Ufa,RUS,1,1496.82141113,2015-12-11,2016-02-16
None,Sturm Graz,AUT,1,1496.26928711,2015-12-13,2016-02-06
None,M Tel Aviv,ISR,1,1495.2713623,2015-12-28,2016-01-02
None,Jablonec,CZE,1,1494.60192871,2015-12-11,2016-02-13
None,Brentford,ENG,2,1493.86608887,2015-12-29,2016-01-02
None,Brighton,ENG,2,1493.84838867,2015-12-30,2016-01-01
None,Albacete,ESP,2,1492.04162598,2015-12-21,2016-01-03
None,QPR,ENG,2,1491.77783203,2015-12-29,2016-01-01
None,Charleroi,BEL,1,1491.34790039,2015-12-27,2016-01-16
None,Mlada Boleslav,CZE,1,1491.07641602,2015-12-11,2016-02-14
None,Bilbao B,ESP,2,1490.8145752,2015-12-22,2016-01-02
None,Guimaraes,POR,1,1490.4777832,2015-12-20,2016-01-02
None,Kasimpasa,TUR,1,1490.00598145,2015-12-27,2016-01-16
None,Nacional,POR,1,1488.39611816,2015-12-21,2016-01-02
None,Pacos Ferreira,POR,1,1488.17590332,2015-12-22,2016-01-02
None,Lokeren,BEL,1,1487.22705078,2015-12-27,2016-01-17
None,Sheffield Weds,ENG,2,1485.07678223,2015-12-29,2016-01-02
None,AIK,SWE,1,1484.48059082,2015-12-09,2016-04-03
None,Blackburn,ENG,2,1484.30249023,2015-12-29,2016-01-02
None,Crvena Zvezda,SRB,1,1483.984375,2015-12-17,2016-02-20
None,Norrkoeping,SWE,1,1482.7265625,2015-12-09,2016-04-02
None,Rio Ave,POR,1,1482.29968262,2015-12-21,2016-01-03
None,Akhisar,TUR,1,1480.91564941,2015-12-28,2016-01-16
None,Wolves,ENG,2,1479.77331543,2015-12-29,2016-01-01
None,Union Berlin,GER,2,1479.6373291,2015-12-19,2016-02-05
None,Slovan Liberec,CZE,1,1478.31274414,2015-12-11,2016-02-12
None,Odd Grenland,NOR,1,1477.99206543,2015-12-11,2016-02-18
None,Troyes,FRA,1,1477.42468262,2015-12-20,2016-01-09
None,Genk,BEL,1,1477.27050781,2015-12-27,2016-01-15
None,APOEL,CYP,0,1477.1204834,2015-12-11,2016-06-30
None,Maritimo,POR,1,1476.72558594,2015-12-20,2016-01-02
None,Thun,SUI,1,1475.75048828,2015-12-11,2016-02-07
None,Estoril,POR,1,1473.81335449,2015-12-20,2016-01-02
None,Bochum,GER,2,1473.31884766,2015-12-21,2016-02-05
None,Cardiff,ENG,2,1472.79907227,2015-12-30,2016-01-02
None,Altach,AUT,1,1471.91772461,2015-12-13,2016-02-06
None,Le Havre,FRA,2,1471.46203613,2015-12-19,2016-01-08
None,StGallen,SUI,1,1470.66467285,2015-12-11,2016-02-07
None,Alkmaar,NED,1,1470.53491211,2015-12-20,2016-01-16
None,Perugia,ITA,2,1469.8704834,2015-12-24,2016-01-16
None,Karabakh Agdam,AZE,0,1469.75317383,2015-12-11,2016-06-28
None,Frosinone,ITA,1,1469.1171875,2015-12-21,2016-01-06
None,Cesena,ITA,2,1468.73352051,2015-12-28,2016-01-17
None,Aalborg,DEN,1,1468.26550293,2015-12-11,2016-02-18
None,Brescia,ITA,2,1468.11254883,2015-12-28,2016-01-17
None,Novara,ITA,2,1466.95080566,2015-12-28,2016-01-16
None,Dinamo Minsk,BLR,1,1466.34741211,2015-12-11,2016-04-02
None,St Pauli,GER,2,1466.33874512,2015-12-19,2016-02-07
None,Konyaspor,TUR,1,1465.72814941,2015-12-28,2016-01-16
None,Sandhausen,GER,2,1465.68786621,2015-12-19,2016-02-05
None,Zuerich,SUI,1,1464.99511719,2015-12-11,2016-02-07
None,Avellino,ITA,2,1463.65991211,2015-12-28,2016-01-16
None,Lech,POL,1,1463.62158203,2015-12-21,2016-02-14
None,Oostende,BEL,1,1463.47595215,2015-12-28,2016-01-17
None,Birmingham,ENG,2,1462.16259766,2015-12-29,2016-01-02
None,Paderborn,GER,2,1460.44836426,2015-12-22,2016-02-05
None,Evian TG,FRA,2,1457.98974609,2015-12-18,2016-01-08
None,Brest,FRA,2,1457.03564453,2015-12-19,2016-01-08
None,Forest,ENG,2,1456.94360352,2015-12-30,2016-01-02
None,Metalist,UKR,1,1456.68469238,2015-12-11,2016-02-18
None,Asteras Tripolis,GRE,1,1456.59338379,2015-12-20,2016-01-02
None,Bursaspor,TUR,1,1456.22021484,2015-12-28,2016-01-17
None,Brondby,DEN,1,1455.96691895,2015-12-11,2016-02-18
None,Belenenses,POR,1,1455.63208008,2015-12-22,2016-01-02
None,Setubal,POR,1,1455.60766602,2015-12-21,2016-01-02
None,Beer-Sheva,ISR,1,1455.59838867,2015-12-29,2016-01-04
None,Dinamo Bucuresti,ROM,1,1455.01452637,2015-12-21,2016-02-14
None,Lens,FRA,2,1454.94812012,2015-12-20,2016-01-09
None,Bari,ITA,2,1453.91040039,2015-12-28,2016-01-15
None,Targu Mures,ROM,1,1453.25402832,2015-12-21,2016-02-12
None,Heidenheim,GER,2,1452.38623047,2015-12-20,2016-02-06
None,Clermont,FRA,2,1451.90539551,2015-12-19,2016-01-08
None,Stromsgodset,NOR,1,1451.66064453,2015-12-11,2016-02-18
None,Leeds,ENG,2,1451.47436523,2015-12-30,2016-01-02
None,Metz,FRA,2,1451.35998535,2015-12-20,2016-01-11
None,Zwolle,NED,1,1450.08056641,2015-12-20,2016-01-16
None,Elfsborg,SWE,1,1449.7565918,2015-12-09,2016-04-03
None,Groningen,NED,1,1449.34692383,2015-12-20,2016-01-17
None,Kortrijk,BEL,1,1448.7701416,2015-12-27,2016-01-16
None,Zulte Waregem,BEL,1,1448.64172363,2015-12-28,2016-01-15
None,Utrecht,NED,1,1448.52709961,2015-12-20,2016-01-17
None,Pandurii,ROM,1,1447.26147461,2015-12-20,2016-02-12
None,Volyn Lutsk,UKR,1,1447.10998535,2015-12-11,2016-02-18
None,Mechelen,BEL,1,1445.88085938,2015-12-27,2016-01-16
None,Rizespor,TUR,1,1444.79650879,2015-12-27,2016-01-17
None,Auxerre,FRA,2,1443.80407715,2015-12-19,2016-01-08
None,Viitorul,ROM,1,1443.6003418,2015-12-22,2016-02-13
None,Razgrad,BUL,1,1442.62768555,2015-12-13,2016-02-21
None,Fuerth,GER,2,1440.21203613,2015-12-20,2016-02-07
None,Laval,FRA,2,1439.40698242,2015-12-19,2016-01-08
None,Spezia,ITA,2,1438.72851562,2015-12-28,2016-01-15
None,Dniprodzerzhynsk,UKR,1,1437.67407227,2015-12-11,2016-02-18
None,Ried,AUT,1,1437.23852539,2015-12-13,2016-02-06
None,FK Astana,KAZ,0,1436.61608887,2015-12-09,2016-06-30
None,Bielefeld,GER,2,1435.3170166,2015-12-19,2016-02-08
None,Heerenveen,NED,1,1434.72851562,2015-12-21,2016-01-16
None,Djurgarden,SWE,1,1434.37719727,2015-12-09,2016-04-03
None,Omonia,CYP,0,1434.29382324,2015-12-11,2016-06-30
None,Duesseldorf,GER,2,1432.98339844,2015-12-22,2016-02-06
None,Atromitos,GRE,1,1432.56311035,2015-12-20,2016-01-09
None,Admira,AUT,1,1431.31298828,2015-12-13,2016-02-07
None,Partizan,SRB,1,1430.0723877,2015-12-17,2016-02-21
None,Tours,FRA,2,1429.52636719,2015-12-20,2016-01-08
None,Moreirense,POR,1,1428.95629883,2015-12-21,2016-01-02
None,Maribor,SVN,1,1428.11865234,2015-12-14,2016-02-27
None,Heracles,NED,1,1428.0760498,2015-12-20,2016-01-15
None,Trapani,ITA,2,1427.95751953,2015-12-28,2016-01-16
None,Fulham,ENG,2,1427.75061035,2015-12-30,2016-01-02
None,Wolfsberg,AUT,1,1426.56115723,2015-12-13,2016-02-06
None,Sivasspor,TUR,1,1426.14367676,2015-12-29,2016-01-16
None,Cracovia,POL,1,1424.62268066,2015-12-20,2016-02-13
None,Arouca,POR,1,1423.99023438,2015-12-20,2016-01-02
None,Reading,ENG,2,1423.84887695,2015-12-29,2016-01-02
None,Sochaux,FRA,2,1423.49536133,2015-12-19,2016-01-11
None,CFR Cluj,ROM,1,1423.47497559,2015-12-21,2016-02-13
None,Gaziantepspor,TUR,1,1423.28466797,2015-12-27,2016-01-16
None,Ankaraspor,TUR,1,1422.64941406,2015-12-28,2016-01-16
None,Niort,FRA,2,1422.26965332,2015-12-19,2016-01-08
None,Dukla,CZE,1,1421.6484375,2015-12-11,2016-02-12
None,Piast Gliwice,POL,1,1421.22363281,2015-12-21,2016-02-13
None,Olexandriya,UKR,1,1420.21289062,2015-12-11,2016-02-18
None,Hajduk,CRO,1,1420.0904541,2015-12-20,2016-02-13
None,Apollon Lemesos,CYP,0,1418.41772461,2015-12-11,2016-06-30
None,Ferencvaros,HUN,1,1416.84741211,2015-12-13,2016-02-13
None,Den Haag,NED,1,1416.49731445,2015-12-21,2016-01-17
None,Lugano,SUI,1,1416.20117188,2015-12-11,2016-02-06
None,Kayseri,TUR,1,1414.55725098,2015-12-28,2016-01-16
None,Randers,DEN,1,1414.29382324,2015-12-11,2016-02-18
None,Vicenza,ITA,2,1413.1385498,2015-12-24,2016-01-16
None,Modena,ITA,2,1412.69152832,2015-12-28,2016-01-16
None,Huddersfield,ENG,2,1412.34692383,2015-12-29,2016-01-02
None,Preston,ENG,2,1411.68664551,2015-12-29,2016-01-02
None,Haecken,SWE,1,1411.50061035,2015-12-09,2016-04-03
None,Slavia Praha,CZE,1,1411.48876953,2015-12-11,2016-02-13
None,Karpaty,UKR,1,1411.12683105,2015-12-11,2016-02-18
None,FSV Frankfurt,GER,2,1410.90307617,2015-12-19,2016-02-07
None,Latina,ITA,2,1407.65698242,2015-12-28,2016-01-16
None,Antalyaspor,TUR,1,1406.64782715,2015-12-27,2016-01-17
None,Groedig,AUT,1,1406.54504395,2015-12-13,2016-02-06
None,Muenchen 60,GER,2,1404.42871094,2015-12-21,2016-02-06
None,Genclerbirligi,TUR,1,1402.30908203,2015-12-29,2016-01-17
None,Red Star,FRA,2,1402.00024414,2015-12-19,2016-01-09
None,Soligorsk,BLR,1,1401.63818359,2015-12-11,2016-04-02
None,Pribram,CZE,1,1399.95605469,2015-12-11,2016-02-13
None,Livorno,ITA,2,1399.93029785,2015-12-28,2016-01-16
None,SonderjyskE,DEN,1,1397.88317871,2015-12-11,2016-02-18
None,U Madeira,POR,1,1397.2668457,2015-12-21,2016-01-02
None,Teplice,CZE,1,1397.07141113,2015-12-11,2016-02-13
None,Twente,NED,1,1395.375,2015-12-19,2016-01-15
None,Entella,ITA,2,1395.14099121,2015-12-28,2016-01-18
None,Aberdeen,SCO,1,1394.67529297,2015-12-31,2016-01-17
None,Panionios,GRE,1,1394.16467285,2015-12-20,2016-01-03
None,Ternana,ITA,2,1393.17114258,2015-12-28,2016-01-16
None,Levadeiakos,GRE,1,1393.15795898,2015-12-22,2016-01-10
None,Inter Baku,AZE,0,1392.76269531,2015-12-11,2016-06-28
None,Nijmegen,NED,1,1391.31994629,2015-12-21,2016-01-17
None,Larnaca,CYP,0,1390.77758789,2015-12-11,2016-06-30
None,Viking,NOR,1,1390.18395996,2015-12-11,2016-02-18
None,Aktobe,KAZ,0,1389.56958008,2015-12-09,2016-06-30
None,Giannina,GRE,1,1389.41699219,2015-12-21,2016-01-02
None,Mattersburg,AUT,1,1388.71020508,2015-12-13,2016-02-06
None,Mersin Idman,TUR,1,1388.49609375,2015-12-28,2016-01-23
None,Academica,POR,1,1386.84533691,2015-12-21,2016-01-02
None,Slovacko,CZE,1,1384.07263184,2015-12-11,2016-02-14
None,Neftchi,AZE,0,1383.6472168,2015-12-11,2016-06-28
None,Zilina,SLK,0,1383.43713379,2015-08-28,2016-06-28
None,Willem II,NED,1,1382.72485352,2015-12-21,2016-01-17
None,Pogon,POL,1,1382.6583252,2015-12-19,2016-02-15
None,Xanthi,GRE,1,1379.67492676,2015-12-21,2016-01-09
None,Iasi,ROM,1,1379.56298828,2015-12-20,2016-02-13
None,Litex,BUL,1,1379.07568359,2015-12-13,2016-06-30
None,AEK,GRE,1,1378.73913574,2015-12-22,2016-01-03
None,Ajaccio,FRA,2,1378.6418457,2015-12-19,2016-01-08
None,Virtus Lanciano,ITA,2,1377.90222168,2015-12-28,2016-01-16
None,Trnava,SLK,0,1376.86987305,2015-08-28,2016-06-28
None,Bolton,ENG,2,1376.60351562,2015-12-29,2016-01-02
None,Wisla,POL,1,1376.37316895,2015-12-19,2016-02-12
None,Rotherham,ENG,2,1375.65319824,2015-12-30,2016-01-02
None,Brno,CZE,1,1375.50927734,2015-12-11,2016-02-13
None,Vaduz,LIE,1,1375.48999023,2015-12-11,2016-02-06
None,Bohemians Praha,CZE,1,1375.11401367,2015-12-11,2016-02-13
None,Ascoli,ITA,2,1374.33093262,2015-12-28,2016-01-18
None,Jagiellonia,POL,1,1373.42443848,2015-12-20,2016-02-14
None,Boavista,POR,1,1373.39904785,2015-12-22,2016-01-02
None,Maccabi Haifa,ISR,1,1373.27600098,2015-12-27,2016-01-04
None,Craiova,ROM,1,1373.00183105,2015-12-20,2016-02-14
None,Beitar,ISR,1,1372.82104492,2015-12-27,2016-01-02
None,Lillestrom,NOR,1,1372.34313965,2015-12-11,2016-02-18
None,Valenciennes,FRA,2,1372.21838379,2015-12-19,2016-01-08
None,Botosani,ROM,1,1371.68566895,2015-12-19,2016-02-14
None,Jihlava,CZE,1,1371.50244141,2015-12-11,2016-02-13
None,Chernomorets,UKR,1,1371.32519531,2015-12-11,2016-02-18
None,Charlton,ENG,2,1370.38085938,2015-12-29,2016-01-02
None,Pro Vercelli,ITA,2,1370.07495117,2015-12-28,2016-01-16
None,Oerebro,SWE,1,1369.63513184,2015-12-09,2016-04-03
None,Gabala,AZE,0,1369.00708008,2015-12-11,2016-06-28
None,Nimes,FRA,2,1367.20092773,2015-12-19,2016-01-08
None,Valerenga,NOR,1,1367.10192871,2015-12-11,2016-02-18
None,Tescoma Zlin,CZE,1,1367.05578613,2015-12-11,2016-02-13
None,Eskisehirspor,TUR,1,1366.9284668,2015-12-29,2016-01-18
None,Trencin,SLK,0,1365.62585449,2015-08-28,2016-06-28
None,Slask,POL,1,1365.61816406,2015-12-22,2016-02-12
None,Salernitana,ITA,2,1365.54284668,2015-12-28,2016-01-16
None,Ruch,POL,1,1365.51025391,2015-12-20,2016-02-12
None,Odense,DEN,1,1364.29187012,2015-12-11,2016-02-18
