Rank,Club,Country,Level,Elo,From,To
None,Rayo Vallecano,ESP,2,1606.21569824,2003-12-22,2004-01-04
None,Montpellier,FRA,1,1605.63928223,2003-12-21,2004-01-10
None,Tottenham,ENG,1,1603.79858398,2003-12-29,2004-01-07
None,Eibar,ESP,2,1603.21984863,2003-12-22,2004-01-03
None,Gaziantepspor,TUR,1,1602.4230957,2003-12-22,2004-01-25
None,Crvena Zvezda,SCG,1,1601.9284668,2003-12-14,2004-02-21
None,Rostock,GER,1,1601.49743652,2003-12-17,2004-01-31
None,Tenerife,ESP,2,1601.33959961,2003-12-21,2004-01-03
None,Las Palmas,ESP,2,1600.79150391,2003-12-21,2004-01-04
None,Levski,BUL,1,1600.17016602,2003-12-08,2004-02-14
None,Getafe,ESP,2,1600.11254883,2003-12-22,2004-01-03
None,Muenchen 60,GER,1,1596.3079834,2003-12-18,2004-01-31
None,West Ham,ENG,2,1595.8638916,2003-12-29,2004-01-10
None,Cadiz,ESP,2,1595.17028809,2003-12-21,2004-01-04
None,Hertha,GER,1,1594.58129883,2003-12-17,2004-01-31
None,Cordoba,ESP,2,1592.25585938,2003-12-22,2004-01-03
None,Portsmouth,ENG,1,1591.86279297,2003-12-29,2004-01-06
None,Grodzisk,POL,1,1591.85546875,2003-11-28,2004-02-26
None,Lautern,GER,1,1590.46154785,2003-12-18,2004-01-31
None,Piacenza,ITA,2,1589.76220703,2003-12-22,2004-01-06
None,Shakhtar,UKR,1,1587.33752441,2003-12-11,2004-02-26
None,Genk,BEL,1,1586.63598633,2003-12-21,2004-01-16
None,Lorient,FRA,2,1584.65478516,2003-12-21,2004-01-11
None,Freiburg,GER,1,1582.3503418,2003-12-17,2004-02-01
None,Metz,FRA,1,1580.03308105,2003-12-21,2004-01-10
None,Xerez,ESP,2,1577.91748047,2003-12-22,2004-01-04
None,Boavista,POR,1,1577.31237793,2003-12-20,2004-01-04
None,Elche,ESP,2,1575.58239746,2003-12-22,2004-01-04
None,Palermo,ITA,2,1575.49780273,2003-12-22,2004-01-06
None,Brondby,DEN,1,1574.76220703,2003-12-08,2004-02-26
None,Almeria,ESP,2,1571.0949707,2003-12-22,2004-01-03
None,Wolves,ENG,1,1568.34179688,2003-12-29,2004-01-07
None,Norwich,ENG,2,1567.13549805,2003-12-29,2004-01-10
None,PAOK,GRE,1,1566.7467041,2003-12-22,2004-01-11
None,Heerenveen,NED,1,1565.41015625,2003-12-21,2004-01-24
None,Ajaccio,FRA,1,1564.44958496,2003-12-21,2004-01-10
None,Le Mans,FRA,1,1562.86157227,2003-12-21,2004-01-10
None,Leganes,ESP,2,1562.14074707,2003-12-22,2004-01-04
None,Caen,FRA,2,1562.06481934,2003-12-21,2004-01-10
None,Teplice,CZE,1,1561.63232422,2003-12-10,2004-02-15
None,Austria Wien,AUT,1,1559.80212402,2003-12-08,2004-02-21
None,Denizlispor,TUR,1,1558.5612793,2003-12-22,2004-01-24
None,Amica Wronki,POL,1,1555.7677002,2003-11-28,2004-02-26
None,Alkmaar,NED,1,1554.52539062,2003-12-15,2004-01-23
None,Dinamo Zagreb,CRO,1,1554.27319336,2003-12-07,2004-02-21
None,Lecce,ITA,1,1553.46362305,2003-12-22,2004-01-06
None,Trabzonspor,TUR,1,1553.18823242,2003-12-21,2004-01-25
None,Empoli,ITA,1,1552.62878418,2003-12-21,2004-01-06
None,Torino,ITA,2,1552.42858887,2003-12-22,2004-01-06
None,CSKA Moskva,RUS,1,1551.18200684,2003-12-11,2004-02-24
None,Ternana,ITA,2,1550.35107422,2003-12-22,2004-01-06
None,Sedan,FRA,2,1550.25866699,2003-12-21,2004-01-10
None,Djurgarden,SWE,1,1548.92163086,2003-10-27,2004-04-05
None,Hajduk,CRO,1,1547.99816895,2003-12-07,2004-02-21
None,Roda,NED,1,1547.84912109,2003-12-21,2004-01-21
None,Ciudad de Murcia,ESP,2,1547.21716309,2003-12-22,2004-01-04
None,Bielefeld,GER,2,1547.06103516,2003-12-17,2004-02-02
None,Mainz,GER,2,1546.84631348,2003-12-18,2004-02-01
None,Cottbus,GER,2,1545.59741211,2003-12-19,2004-02-01
None,West Brom,ENG,2,1543.64880371,2003-12-31,2004-01-09
None,Sigma Olomouc,CZE,1,1543.04724121,2003-12-10,2004-02-16
None,St Truiden,BEL,1,1542.25646973,2003-12-21,2004-01-17
None,Koeln,GER,1,1541.20080566,2003-12-17,2004-01-31
None,Grasshoppers,SUI,1,1539.77954102,2003-12-01,2004-02-15
None,Poli Ejido,ESP,2,1539.45581055,2003-12-22,2004-01-04
None,Frankfurt,GER,1,1538.80944824,2003-12-17,2004-01-31
None,Utrecht,NED,1,1537.76953125,2003-12-22,2004-01-25
None,Cagliari,ITA,2,1536.09655762,2003-12-22,2004-01-06
None,Saint-Etienne,FRA,2,1535.25878906,2003-12-22,2004-01-10
None,Terrassa,ESP,2,1534.93579102,2003-12-21,2004-01-03
None,Fuerth,GER,2,1533.96289062,2003-12-18,2004-01-31
None,Malatyaspor,TUR,1,1533.6328125,2003-12-22,2004-01-25
None,Ipswich,ENG,2,1532.40429688,2003-12-29,2004-01-10
None,Sheffield United,ENG,2,1532.27612305,2003-12-29,2004-01-10
None,Maritimo,POR,1,1531.61047363,2003-12-22,2004-01-04
None,CSKA Sofia,BUL,1,1531.16906738,2003-12-09,2004-02-13
None,Breda,NED,1,1530.49719238,2003-12-21,2004-01-24
None,Nuernberg,GER,2,1530.05236816,2003-12-17,2004-01-26
None,FC Kobenhavn,DEN,1,1529.91674805,2003-12-08,2004-02-26
None,Troyes,FRA,2,1529.86950684,2003-12-21,2004-01-10
None,Beira Mar,POR,1,1528.83300781,2003-12-22,2004-01-04
None,Le Havre,FRA,2,1524.4354248,2003-12-22,2004-01-11
None,Maccabi Haifa,ISR,1,1524.32849121,2003-12-21,2004-01-02
None,Stabaek,NOR,1,1522.74194336,2003-11-28,2004-02-26
None,Willem II,NED,1,1520.48730469,2003-12-22,2004-01-24
None,Messina,ITA,2,1520.44909668,2003-12-22,2004-01-06
None,Istres,FRA,2,1519.86816406,2003-12-21,2004-01-10
None,Twente,NED,1,1517.98522949,2003-12-22,2004-01-24
None,GAK,AUT,1,1517.16491699,2003-12-07,2004-02-21
None,Toulouse,FRA,1,1516.1418457,2003-12-21,2004-01-10
None,Sunderland,ENG,2,1516.03356934,2003-12-29,2004-01-10
None,Dnipro,UKR,1,1513.86877441,2003-12-11,2004-02-26
None,Tescoma Zlin,CZE,1,1510.32958984,2003-12-10,2004-02-15
None,Slovacko,CZE,1,1510.14929199,2003-12-10,2004-02-14
None,Amiens,FRA,2,1509.32873535,2003-12-21,2004-01-12
None,Zenit,RUS,1,1507.47692871,2003-12-11,2004-02-24
None,Livorno,ITA,2,1506.18884277,2003-12-22,2004-01-06
None,Niort,FRA,2,1506.11755371,2003-12-21,2004-01-10
None,Algeciras,ESP,2,1505.63146973,2003-12-22,2004-01-04
None,Steaua,ROM,1,1504.8828125,2003-12-08,2004-03-15
None,Viking,NOR,1,1504.62866211,2003-11-28,2004-02-26
None,Braga,POR,1,1504.33166504,2003-12-22,2004-01-05
None,Gent,BEL,1,1503.75646973,2003-12-21,2004-01-17
None,Panionios,GRE,1,1501.86291504,2003-12-22,2004-01-11
None,Ferencvaros,HUN,1,1500.22424316,2003-11-30,2004-02-26
None,Young Boys,SUI,1,1499.76855469,2003-12-01,2004-02-15
None,Malaga B,ESP,2,1499.38635254,2003-12-21,2004-01-04
None,Pribram,CZE,1,1498.56652832,2003-12-10,2004-02-15
None,Rapid Bucuresti,ROM,1,1497.44970703,2003-12-07,2004-03-12
None,Belenenses,POR,1,1496.79699707,2003-12-22,2004-01-03
None,Napoli,ITA,2,1496.66088867,2003-12-22,2004-01-06
None,Viktoria Zizkov,CZE,1,1495.66088867,2003-12-10,2004-02-15
None,Ancona,ITA,1,1495.23083496,2003-12-22,2004-01-06
None,Brno,CZE,1,1494.95153809,2003-12-10,2004-02-14
None,Servette,SUI,1,1493.54162598,2003-12-01,2004-02-15
None,Preston,ENG,2,1493.02441406,2003-12-29,2004-01-10
None,Litex,BUL,1,1489.77807617,2003-12-08,2004-02-14
None,Vicenza,ITA,2,1489.14770508,2003-12-22,2004-01-06
None,Gornik,POL,1,1486.8692627,2003-11-28,2004-02-26
None,Waalwijk,NED,1,1486.01928711,2003-12-22,2004-01-24
None,Leiria,POR,1,1485.69934082,2003-12-21,2004-01-04
None,Catania,ITA,2,1485.5177002,2003-12-22,2004-01-06
None,Mouscron,BEL,1,1485.2010498,2003-12-21,2004-01-17
None,Malmoe,SWE,1,1484.11132812,2003-10-27,2004-04-06
None,Oberhausen,GER,2,1483.70080566,2003-12-17,2004-02-02
None,Aachen,GER,2,1483.64526367,2003-12-18,2004-01-26
None,Ankaraguecue,TUR,1,1483.34887695,2003-12-22,2004-01-25
None,Rapid Wien,AUT,1,1483.14489746,2003-12-08,2004-02-22
None,Torpedo Moskva,RUS,1,1483.10681152,2003-12-11,2004-02-24
None,Katowice,POL,1,1480.92480469,2003-11-28,2004-02-26
None,Triestina,ITA,2,1478.04223633,2003-12-22,2004-01-06
None,Bodoe Glimt,NOR,1,1477.78283691,2003-11-28,2004-02-26
None,Chateauroux,FRA,2,1477.36340332,2003-12-21,2004-01-10
None,Verona,ITA,2,1476.8894043,2003-12-22,2004-01-06
None,Ascoli,ITA,2,1476.7010498,2003-12-22,2004-01-06
None,Iraklis,GRE,1,1476.69421387,2003-12-22,2004-01-10
None,Gil Vicente,POR,1,1476.68908691,2003-12-20,2004-01-04
None,Lillestrom,NOR,1,1476.46435547,2003-11-28,2004-02-26
None,Diyarbakirspor,TUR,1,1476.09448242,2003-12-22,2004-01-23
None,Nancy,FRA,2,1476.02282715,2003-12-21,2004-01-10
None,Millwall,ENG,2,1475.64611816,2003-12-29,2004-01-10
None,H Tel Aviv,ISR,1,1475.45373535,2003-12-21,2004-01-03
None,Odra Wodzislaw,POL,1,1475.19848633,2003-11-28,2004-02-26
None,Westerlo,BEL,1,1475.06152344,2003-12-22,2004-01-18
None,Hearts,SCO,1,1474.54882812,2003-12-28,2004-01-06
None,Lokeren,BEL,1,1474.28308105,2003-12-21,2004-01-17
None,Vitesse,NED,1,1474.12805176,2003-12-21,2004-01-24
None,Hammarby,SWE,1,1474.03662109,2003-10-27,2004-04-06
None,Nijmegen,NED,1,1474.00646973,2003-12-21,2004-01-25
None,Istanbulspor,TUR,1,1473.23791504,2003-12-22,2004-01-25
None,Beerschot AC,BEL,1,1473.21691895,2003-12-22,2004-01-17
None,Spartak Moskva,RUS,1,1471.54052734,2003-12-11,2004-02-24
None,Esbjerg,DEN,1,1470.85021973,2003-12-08,2004-02-26
None,Lierse,BEL,1,1469.92419434,2003-12-21,2004-01-17
None,Venezia,ITA,2,1469.66455078,2003-12-22,2004-01-06
None,Samsunspor,TUR,1,1467.55578613,2003-12-22,2004-01-25
None,Dinamo Bucuresti,ROM,1,1465.85009766,2003-12-08,2004-03-13
None,Jablonec,CZE,1,1463.59631348,2003-12-10,2004-02-16
None,Nacional,POR,1,1462.64697266,2003-12-22,2004-01-04
None,Molde,NOR,1,1461.63879395,2003-11-28,2004-02-26
None,Burghausen,GER,2,1461.10888672,2003-12-18,2004-01-31
None,Dynamo Moskva,RUS,1,1460.77355957,2003-12-11,2004-02-24
None,Creteil,FRA,2,1460.4822998,2003-12-21,2004-01-10
None,Treviso,ITA,2,1459.90515137,2003-12-22,2004-01-06
None,Bari,ITA,2,1458.78588867,2003-12-22,2004-01-06
None,Salzburg,AUT,1,1458.60424805,2003-12-08,2004-02-21
None,MTK,HUN,1,1457.0378418,2003-11-30,2004-02-26
None,Reading,ENG,2,1455.5703125,2003-12-29,2004-01-10
None,Debrecen,HUN,1,1455.23547363,2003-12-01,2004-02-26
None,Como,ITA,2,1455.22314453,2003-12-22,2004-01-06
None,Odense,DEN,1,1454.02905273,2003-12-08,2004-02-26
None,Oergryte,SWE,1,1453.48168945,2003-10-27,2004-04-05
None,Pescara,ITA,2,1453.17663574,2003-12-22,2004-01-06
None,M Tel Aviv,ISR,1,1453.10314941,2003-12-20,2004-01-02
None,Shinnik Jaroslawl,RUS,1,1452.42712402,2003-12-11,2004-02-24
None,Forest,ENG,2,1452.08459473,2003-12-29,2004-01-10
None,Valence,FRA,2,1450.75183105,2003-12-21,2004-01-10
None,Guimaraes,POR,1,1449.7322998,2003-12-22,2004-01-04
None,Groningen,NED,1,1448.40563965,2003-12-22,2004-01-25
None,Kryliya Sovetov,RUS,1,1447.59033203,2003-12-11,2004-02-24
None,Fiorentina,ITA,2,1447.16943359,2003-12-22,2004-01-06
None,Wigan,ENG,2,1446.31091309,2003-12-29,2004-01-10
None,Rubin Kazan,RUS,1,1445.92150879,2003-12-11,2004-02-24
None,Odd Grenland,NOR,1,1445.64477539,2003-11-28,2004-02-26
None,Saturn Ramenskoje,RUS,1,1444.92370605,2003-12-11,2004-02-24
None,Crystal Palace,ENG,2,1444.27856445,2003-12-29,2004-01-10
None,Polonia Warszawa,POL,1,1443.59790039,2003-11-28,2004-02-26
None,Duisburg,GER,2,1443.27050781,2003-12-17,2004-02-08
None,Karlsruhe,GER,2,1442.46679688,2003-12-18,2004-02-01
None,Dniprodzerzhynsk,UKR,1,1441.78210449,2003-12-11,2004-02-26
None,Luebeck,GER,2,1441.37097168,2003-12-18,2004-02-08
None,Grenoble,FRA,2,1441.23730469,2003-12-21,2004-01-10
None,Konyaspor,TUR,1,1440.86560059,2003-12-22,2004-01-25
None,Academica,POR,1,1440.58239746,2003-12-22,2004-01-05
None,Ceske Budejovice,CZE,1,1439.62963867,2003-12-10,2004-02-15
None,OFI,GRE,1,1438.92895508,2003-12-22,2004-01-10
None,Walsall,ENG,2,1438.63061523,2003-12-29,2004-01-09
None,Albinoleffe,ITA,2,1438.52185059,2003-12-22,2004-01-06
None,Rotherham,ENG,2,1437.01220703,2003-12-29,2004-01-10
None,Gillingham,ENG,2,1435.30322266,2003-12-29,2004-01-10
None,Gueugnon,FRA,2,1434.46203613,2003-12-21,2004-01-10
None,Zeleznik Beograd,SCG,1,1431.88623047,2003-12-14,2004-02-21
None,Genoa,ITA,2,1431.65600586,2003-12-22,2004-01-06
None,Stoke,ENG,2,1431.04882812,2003-12-29,2004-01-10
None,Pasching,AUT,1,1431.03662109,2003-12-07,2004-02-21
None,Union Berlin,GER,2,1430.98522949,2003-12-18,2004-02-01
None,Roosendaal,NED,1,1430.86352539,2003-12-21,2004-01-24
None,AIK,SWE,1,1430.75390625,2003-10-27,2004-04-04
None,Bregenz,AUT,1,1430.00378418,2003-12-07,2004-02-22
None,Crewe,ENG,2,1429.54064941,2003-12-29,2004-01-10
None,Laval,FRA,2,1428.71496582,2003-12-21,2004-01-10
None,Louvieroise,BEL,1,1428.67871094,2003-12-22,2004-01-18
None,Aalborg,DEN,1,1428.50708008,2003-12-08,2004-02-26
None,Brann,NOR,1,1427.91308594,2003-11-28,2004-02-26
None,Helsingborg,SWE,1,1427.25646973,2003-10-27,2004-04-03
None,Rio Ave,POR,1,1427.19458008,2003-12-22,2004-01-05
None,StGallen,SUI,1,1426.36108398,2003-12-01,2004-02-15
None,Pacos Ferreira,POR,1,1425.55371094,2003-12-22,2004-01-03
None,Clermont,FRA,2,1425.16040039,2003-12-21,2004-01-10
None,Bursaspor,TUR,1,1424.49169922,2003-12-22,2004-01-25
None,Salernitana,ITA,2,1423.94458008,2003-12-22,2004-01-06
None,Moreirense,POR,1,1423.17260742,2003-12-22,2004-01-04
None,Beveren,BEL,1,1422.23986816,2003-12-21,2004-01-17
None,Angers,FRA,2,1421.91577148,2003-12-21,2004-01-12
None,Egaleo,GRE,1,1420.87390137,2003-12-22,2004-01-11
None,Plock,POL,1,1419.15612793,2003-11-28,2004-02-26
None,Cardiff,ENG,2,1418.96582031,2003-12-29,2004-01-10
None,Coventry,ENG,2,1417.36108398,2003-12-29,2004-01-10
None,Halmstad,SWE,1,1417.35083008,2003-10-27,2004-04-05
None,Opava,CZE,1,1416.22155762,2003-12-10,2004-02-14
None,Lok Plovdiv,BUL,1,1415.54650879,2003-12-09,2004-02-14
None,Sebatspor,TUR,1,1415.51623535,2003-12-22,2004-01-24
None,Watford,ENG,2,1413.94335938,2003-12-29,2004-01-10
None,Sartid,SCG,1,1413.19665527,2003-12-14,2004-02-21
None,Mattersburg,AUT,1,1412.12084961,2003-12-07,2004-02-21
None,Lech,POL,1,1411.8371582,2003-11-28,2004-02-26
None,Slavia Sofia,BUL,1,1411.58557129,2003-12-07,2004-02-14
None,Rizespor,TUR,1,1411.08117676,2003-12-21,2004-01-18
None,Dunfermline,SCO,1,1410.71411133,2003-12-28,2004-01-03
None,Aris,GRE,1,1410.1673584,2003-12-22,2004-01-11
None,Valerenga,NOR,1,1409.49841309,2003-11-28,2004-02-26
None,Viborg,DEN,1,1408.64648438,2003-12-08,2004-02-26
None,Xamax,SUI,1,1408.60656738,2003-12-01,2004-02-15
None,Alverca,POR,1,1407.69226074,2003-12-23,2004-01-04
None,Midtjylland,DEN,1,1407.4407959,2003-12-08,2004-02-26
None,Ahlen,GER,2,1406.50292969,2003-12-17,2004-02-01
None,Zuerich,SUI,1,1404.65246582,2003-12-01,2004-02-15
None,Beer-Sheva,ISR,1,1403.17932129,2003-12-20,2004-01-02
None,Goeteborg,SWE,1,1402.81665039,2003-10-27,2004-04-04
None,OFK,SCG,1,1402.68286133,2003-12-14,2004-02-21
None,Siofok,HUN,1,1401.67407227,2003-11-29,2004-02-26
None,Thun,SUI,1,1401.11218262,2003-12-01,2004-02-15
None,Xanthi,GRE,1,1398.36853027,2003-12-22,2004-01-11
None,Sturm Graz,AUT,1,1397.33959961,2003-12-08,2004-02-21
None,Widzew,POL,1,1396.80493164,2003-11-28,2004-02-26
None,Artmedia,SLK,0,1396.62512207,2003-10-16,2004-07-15
None,Trier,GER,2,1396.44934082,2003-12-18,2004-02-01
None,Unterhaching,GER,2,1396.30371094,2003-12-18,2004-01-31
None,Cercle Brugge,BEL,1,1394.59155273,2003-12-22,2004-01-18
None,Aarau,SUI,1,1394.12353516,2003-12-01,2004-02-15
None,Zilina,SLK,0,1393.62561035,2003-10-16,2004-07-15
None,Derby,ENG,2,1393.43273926,2003-12-29,2004-01-10
None,Regensburg,GER,2,1392.82263184,2003-12-19,2004-02-01
None,Wimbledon,ENG,2,1392.2355957,2003-12-31,2004-01-10
None,Aue,GER,2,1391.25085449,2003-12-18,2004-02-01
None,Burnley,ENG,2,1390.91589355,2003-12-29,2004-01-10
None,Lyn Oslo,NOR,1,1389.99633789,2003-11-28,2004-02-26
None,Maribor,SVN,1,1389.61425781,2003-12-01,2004-03-06
None,Admira,AUT,1,1389.36694336,2003-12-07,2004-02-21
None,Ujpest,HUN,1,1387.76623535,2003-11-30,2004-02-26
None,Sogndal,NOR,1,1387.55041504,2003-11-28,2004-02-26
None,Adanaspor,TUR,1,1386.18713379,2003-12-22,2004-01-25
None,Gornik Leczna,POL,1,1383.96496582,2003-11-28,2004-02-26
None,Wil,SUI,1,1383.69714355,2003-12-01,2004-02-15
None,Oerebro,SWE,1,1383.58911133,2003-10-27,2004-04-05
None,Rouen,FRA,2,1381.81994629,2003-12-21,2004-01-10
None,Besancon,FRA,2,1381.65466309,2003-12-21,2004-01-10
None,Chmel Blsany,CZE,1,1380.93811035,2003-12-10,2004-02-14
None,APOEL,CYP,0,1380.22167969,2003-10-16,2004-07-15
None,Kilmarnock,SCO,1,1378.58532715,2003-12-28,2004-01-03
None,Bergen,BEL,1,1378.33886719,2003-12-21,2004-01-17
None,Zimbru,MOL,0,1377.46154785,2003-10-16,2004-07-03
None,Arsenal Kyiv,UKR,1,1377.15856934,2003-12-11,2004-02-26
None,Elfsborg,SWE,1,1376.2755127,2003-10-27,2004-04-05
None,Avellino,ITA,2,1376.23120117,2003-12-22,2004-01-06
None,Puchov,SLK,0,1376.15063477,2003-10-16,2004-07-03
