Rank,Club,Country,Level,Elo,From,To
42,Fiorentina,ITA,1,1705.56616211,2014-12-29,2015-01-06
43,West Ham,ENG,1,1704.92053223,2014-12-29,2015-01-01
44,Espanyol,ESP,1,1700.45751953,2014-12-22,2015-01-03
45,Fenerbahce,TUR,1,1699.39135742,2014-12-28,2015-01-03
46,Olympiakos,GRE,1,1694.08508301,2014-12-21,2015-01-01
47,Levante,ESP,1,1693.85925293,2014-12-21,2015-01-01
48,Saint-Etienne,FRA,1,1692.2142334,2014-12-22,2015-01-01
49,Stoke,ENG,1,1691.76757812,2014-12-29,2015-01-01
50,Getafe,ESP,1,1688.04296875,2014-12-30,2015-01-04
51,Frankfurt,GER,1,1685.08093262,2014-12-30,2015-01-04
52,Dynamo Kyiv,UKR,1,1685.02722168,2014-12-30,2015-01-04
53,Ajax,NED,1,1684.75695801,2014-12-30,2015-01-04
54,Hannover,GER,1,1681.85253906,2014-12-30,2015-01-03
55,Swansea,ENG,1,1681.75158691,2014-12-30,2015-01-01
56,Besiktas,TUR,1,1679.68395996,2014-12-29,2015-01-03
57,Mainz,GER,1,1679.59973145,2014-12-29,2015-01-03
58,Sporting,POR,1,1676.99377441,2014-12-29,2015-01-03
59,Sparta Praha,CZE,1,1674.80688477,2014-12-27,2015-01-05
60,Rayo Vallecano,ESP,1,1670.5748291,2014-12-22,2015-01-04
61,Lazio,ITA,1,1667.71520996,2014-12-22,2015-01-04
62,Newcastle,ENG,1,1667.12438965,2014-12-29,2015-01-01
63,FC Krasnodar,RUS,1,1664.00830078,2014-12-29,2015-01-01
64,Brugge,BEL,1,1663.71411133,2014-12-29,2015-01-01
65,Valladolid,ESP,2,1662.08862305,2014-12-29,2015-01-04
66,Eibar,ESP,1,1661.88916016,2014-12-29,2015-01-04
67,Salzburg,AUT,1,1659.49035645,2014-12-29,2015-01-03
68,Viktoria Plzen,CZE,1,1656.13903809,2014-12-27,2015-01-03
69,Inter,ITA,1,1654.87304688,2014-12-27,2015-01-03
70,Betis,ESP,2,1652.75439453,2014-12-27,2015-01-03
71,Lok Moskva,RUS,1,1648.7956543,2014-12-27,2015-01-03
72,Almeria,ESP,1,1648.65026855,2014-12-27,2015-01-03
73,Sunderland,ENG,1,1646.3671875,2014-12-29,2015-01-01
74,Freiburg,GER,1,1645.75842285,2014-12-29,2015-01-01
75,Granada,ESP,1,1645.45605469,2014-12-22,2015-01-01
76,Gijon,ESP,2,1641.6496582,2014-12-22,2015-01-04
77,Galatasaray,TUR,1,1635.93017578,2014-12-27,2015-01-03
78,Lille,FRA,1,1635.73937988,2014-12-22,2015-01-03
79,Rubin Kazan,RUS,1,1634.91955566,2014-12-22,2015-01-03
80,Werder,GER,1,1633.35266113,2014-12-22,2015-01-03
81,PSV,NED,1,1631.46179199,2014-12-22,2015-01-03
82,Las Palmas,ESP,2,1629.80883789,2014-12-22,2015-01-03
83,Koeln,GER,1,1629.36376953,2014-12-22,2015-01-03
84,Hertha,GER,1,1627.60217285,2014-12-22,2015-01-03
85,Spartak Moskva,RUS,1,1626.55151367,2014-12-22,2015-01-03
86,Depor,ESP,1,1626.00915527,2014-12-22,2015-01-03
87,Feyenoord,NED,1,1625.98327637,2014-12-22,2015-01-11
88,Sampdoria,ITA,1,1625.92211914,2014-12-22,2015-01-05
89,Young Boys,SUI,1,1625.4309082,2014-12-22,2015-01-05
90,Steaua,ROM,1,1624.43786621,2014-12-27,2015-01-03
91,Stuttgart,GER,1,1623.39221191,2014-12-27,2015-01-03
92,Elche,ESP,1,1622.04077148,2014-12-27,2015-01-03
93,Aston Villa,ENG,1,1618.70751953,2014-12-29,2015-01-01
94,Bordeaux,FRA,1,1616.88098145,2014-12-27,2015-01-01
95,Genoa,ITA,1,1615.68786621,2014-12-27,2015-01-06
96,Torino,ITA,1,1613.42553711,2014-12-29,2015-01-06
97,Hamburg,GER,1,1612.71411133,2014-12-29,2015-01-06
98,Anderlecht,BEL,1,1612.6809082,2014-12-29,2015-01-06
99,Crystal Palace,ENG,1,1607.67224121,2014-12-30,2015-01-01
100,West Brom,ENG,1,1607.58227539,2014-12-30,2015-01-01
None,Osasuna,ESP,2,1605.68615723,2014-12-22,2015-01-03
None,Udinese,ITA,1,1603.85217285,2014-12-22,2015-01-06
None,Paderborn,GER,1,1602.02478027,2014-12-21,2015-01-31
None,Derby,ENG,2,1601.59838867,2014-12-31,2015-01-10
None,Kuban,RUS,1,1601.42529297,2014-12-12,2015-02-19
None,Montpellier,FRA,1,1600.23974609,2014-12-21,2015-01-09
None,Girona,ESP,2,1597.83776855,2014-12-21,2015-01-03
None,Nantes,FRA,1,1595.44116211,2014-12-21,2015-01-11
None,Cordoba,ESP,1,1595.25402832,2014-12-21,2015-01-05
None,Leicester,ENG,1,1593.64990234,2014-12-29,2015-01-01
None,Burnley,ENG,1,1592.34204102,2014-12-29,2015-01-01
None,Braga,POR,1,1591.06103516,2014-12-23,2015-01-03
None,Palermo,ITA,1,1589.82458496,2014-12-22,2015-01-06
None,Legia,POL,1,1589.51171875,2014-12-15,2015-02-15
None,Trabzonspor,TUR,1,1587.39892578,2014-12-30,2015-01-05
None,Zaragoza,ESP,2,1585.76098633,2014-12-21,2015-01-04
None,Ipswich,ENG,2,1585.69848633,2014-12-31,2015-01-10
None,Bournemouth,ENG,2,1580.60546875,2014-12-29,2015-01-10
None,Rennes,FRA,1,1580.03210449,2014-12-21,2015-01-10
None,Zuerich,SUI,1,1578.75366211,2014-12-12,2015-02-07
None,Dinamo Zagreb,CRO,1,1578.66674805,2014-12-15,2015-02-07
None,QPR,ENG,1,1577.73486328,2014-12-29,2015-01-01
None,Alcorcon,ESP,2,1576.76806641,2014-12-22,2015-01-04
None,Dnipro,UKR,1,1576.56628418,2014-12-12,2015-02-17
None,Hull,ENG,1,1575.984375,2014-12-29,2015-01-01
None,Terek Grozny,RUS,1,1575.8458252,2014-12-12,2015-02-19
None,Numancia,ESP,2,1573.47998047,2014-12-21,2015-01-04
None,Metalist,UKR,1,1573.17138672,2014-12-12,2015-02-17
None,Reims,FRA,1,1571.99304199,2014-12-21,2015-01-10
None,Middlesbrough,ENG,2,1567.85009766,2014-12-29,2015-01-10
None,Ponferradina,ESP,2,1567.24560547,2014-12-21,2015-01-04
None,Norwich,ENG,2,1565.14379883,2014-12-29,2015-01-10
None,Atalanta,ITA,1,1564.83239746,2014-12-22,2015-01-06
None,Twente,NED,1,1564.64770508,2014-12-22,2015-01-18
None,Barcelona B,ESP,2,1562.09777832,2014-12-22,2015-01-03
None,Ingolstadt,GER,2,1561.51660156,2014-12-22,2015-02-06
None,Verona,ITA,1,1561.22509766,2014-12-22,2015-01-06
None,Parma,ITA,1,1561.17199707,2014-12-19,2015-01-06
None,PAOK,GRE,1,1560.50073242,2014-12-22,2015-01-03
None,Sassuolo,ITA,1,1560.37768555,2014-12-21,2015-01-06
None,Estoril,POR,1,1560.04724121,2014-12-21,2015-01-03
None,Lorient,FRA,1,1559.80847168,2014-12-21,2015-01-10
None,Braunschweig,GER,2,1559.50085449,2014-12-20,2015-02-08
None,Razgrad,BUL,1,1556.51135254,2014-12-15,2015-02-28
None,Bursaspor,TUR,1,1555.38256836,2014-12-29,2015-01-03
None,Toulouse,FRA,1,1555.16772461,2014-12-21,2015-01-11
None,Lautern,GER,2,1554.59216309,2014-12-22,2015-02-08
None,Petrolul Ploiesti,ROM,1,1553.69104004,2014-12-12,2015-02-20
None,Guingamp,FRA,1,1548.81176758,2014-12-21,2015-01-10
None,Malmoe,SWE,1,1547.62866211,2014-12-10,2015-04-06
None,Duesseldorf,GER,2,1546.30078125,2014-12-20,2015-02-08
None,Cagliari,ITA,1,1545.79907227,2014-12-19,2015-01-06
None,Sochaux,FRA,2,1544.79833984,2014-12-19,2015-01-12
None,Nice,FRA,1,1544.58032227,2014-12-20,2015-01-10
None,Alaves,ESP,2,1544.45275879,2014-12-21,2015-01-03
None,Thun,SUI,1,1543.68969727,2014-12-12,2015-02-08
None,M Tel Aviv,ISR,1,1543.68212891,2014-12-29,2015-01-05
None,APOEL,CYP,0,1543.67260742,2014-12-12,2015-07-02
None,Chievo,ITA,1,1543.30664062,2014-12-22,2015-01-06
None,Mallorca,ESP,2,1543.12463379,2014-12-21,2015-01-03
None,Guimaraes,POR,1,1540.31005859,2014-12-21,2015-01-04
None,Evian TG,FRA,1,1539.57873535,2014-12-22,2015-01-07
None,Watford,ENG,2,1539.49804688,2014-12-29,2015-01-10
None,Karlsruhe,GER,2,1536.39489746,2014-12-20,2015-02-08
None,Bastia,FRA,1,1533.84899902,2014-12-21,2015-01-10
None,StGallen,SUI,1,1533.59558105,2014-12-12,2015-02-07
None,Genclerbirligi,TUR,1,1532.5489502,2014-12-27,2015-01-05
None,Nuernberg,GER,2,1532.12561035,2014-12-21,2015-02-08
None,Empoli,ITA,1,1531.82189941,2014-12-22,2015-01-06
None,Astra,ROM,1,1531.20837402,2014-12-12,2015-02-22
None,Troyes,FRA,2,1531.06323242,2014-12-21,2015-01-10
None,Standard,BEL,1,1530.96960449,2014-12-28,2015-01-18
None,Panathinaikos,GRE,1,1530.25622559,2014-12-23,2015-01-11
None,Brest,FRA,2,1529.84570312,2014-12-21,2015-01-10
None,Mirandes,ESP,2,1529.05383301,2014-12-21,2015-01-03
None,Celtic,SCO,1,1528.3223877,2014-12-28,2015-01-05
None,Kasimpasa,TUR,1,1527.48352051,2014-12-29,2015-01-04
None,Dijon,FRA,2,1526.27697754,2014-12-20,2015-01-09
None,BATE,BLR,1,1524.5645752,2014-12-12,2015-04-10
None,Grasshoppers,SUI,1,1524.33618164,2014-12-12,2015-02-08
None,Lugo,ESP,2,1524.15136719,2014-12-21,2015-01-04
None,Rijeka,CRO,1,1523.81384277,2014-12-16,2015-02-15
None,Blackburn,ENG,2,1522.55358887,2014-12-29,2015-01-11
None,Leganes,ESP,2,1518.21948242,2014-12-22,2015-01-03
None,Fuerth,GER,2,1514.87280273,2014-12-21,2015-02-06
None,Rapid Wien,AUT,1,1514.85302734,2014-12-15,2015-02-14
None,Tenerife,ESP,2,1514.07824707,2014-12-21,2015-01-04
None,Lens,FRA,1,1513.56896973,2014-12-20,2015-01-10
None,Bueyueksehir,TUR,1,1510.94543457,2014-12-28,2015-01-03
None,Recreativo,ESP,2,1508.7923584,2014-12-22,2015-01-04
None,Asteras Tripolis,GRE,1,1508.74914551,2014-12-22,2015-01-03
None,Caen,FRA,1,1506.92175293,2014-12-21,2015-01-10
None,Austria Wien,AUT,1,1506.51965332,2014-12-14,2015-02-15
None,Metz,FRA,1,1506.3494873,2014-12-21,2015-01-11
None,Karabuekspor,TUR,1,1505.39123535,2014-12-28,2015-01-04
None,Nancy,FRA,2,1503.32702637,2014-12-20,2015-01-09
None,Santander,ESP,2,1502.78796387,2014-12-22,2015-01-04
None,Eskisehirspor,TUR,1,1501.68664551,2014-12-30,2015-01-04
None,Fulham,ENG,2,1501.52893066,2014-12-30,2015-01-10
None,Bologna,ITA,2,1500.41113281,2014-12-29,2015-01-19
None,Carpi,ITA,2,1498.20361328,2014-12-29,2015-01-18
None,Nacional,POR,1,1498.0892334,2014-12-22,2015-01-04
None,Maritimo,POR,1,1497.32702637,2014-12-22,2015-01-03
None,CFR Cluj,ROM,1,1495.42529297,2014-12-12,2015-02-23
None,Kiryat Shmona,ISR,1,1494.21606445,2014-12-30,2015-01-03
None,Llagostera,ESP,2,1493.82629395,2014-12-22,2015-01-03
None,Rio Ave,POR,1,1492.81066895,2014-12-23,2015-01-03
None,Bolton,ENG,2,1491.33654785,2014-12-29,2015-01-10
None,Gent,BEL,1,1491.30078125,2014-12-27,2015-01-17
None,Alkmaar,NED,1,1490.59985352,2014-12-21,2015-01-17
None,Cardiff,ENG,2,1488.95605469,2014-12-29,2015-01-10
None,Genk,BEL,1,1488.93432617,2014-12-22,2015-01-18
None,Midtjylland,DEN,1,1488.79858398,2014-12-12,2015-02-19
None,Sabadell,ESP,2,1488.38208008,2014-12-21,2015-01-04
None,Heerenveen,NED,1,1485.86645508,2014-12-20,2015-01-18
None,Lokeren,BEL,1,1484.33557129,2014-12-28,2015-01-18
None,Amkar Perm,RUS,1,1483.74597168,2014-12-12,2015-02-19
None,FC Kobenhavn,DEN,1,1482.90429688,2014-12-12,2015-02-19
None,Brentford,ENG,2,1482.43786621,2014-12-29,2015-01-10
None,Vitesse,NED,1,1482.1784668,2014-12-22,2015-01-17
None,CSKA Sofia,BUL,1,1481.13415527,2014-12-14,2015-03-01
None,Mlada Boleslav,CZE,1,1480.65490723,2014-12-12,2015-02-21
None,Rostov,RUS,1,1479.50695801,2014-12-12,2015-02-19
None,Brighton,ENG,2,1478.90551758,2014-12-30,2015-01-10
None,Darmstadt,GER,2,1478.48486328,2014-12-22,2015-02-06
None,Sivasspor,TUR,1,1477.60791016,2014-12-29,2015-01-04
None,Maribor,SVN,1,1476.37475586,2014-12-11,2015-02-28
None,Jablonec,CZE,1,1476.1583252,2014-12-12,2015-02-20
None,Reading,ENG,2,1476.13574219,2014-12-29,2015-01-10
None,Molde,NOR,1,1475.73510742,2014-11-10,2015-04-07
None,Charleroi,BEL,1,1474.0645752,2014-12-27,2015-01-17
None,Pacos Ferreira,POR,1,1473.60302734,2014-12-23,2015-01-03
None,Ufa,RUS,1,1472.05090332,2014-12-12,2015-02-19
None,Sheffield Weds,ENG,2,1471.96630859,2014-12-31,2015-01-10
None,Groningen,NED,1,1471.82910156,2014-12-21,2015-01-16
None,Kortrijk,BEL,1,1468.91027832,2014-12-27,2015-01-17
None,Goeteborg,SWE,1,1468.7869873,2014-12-10,2015-04-05
None,Albacete,ESP,2,1468.46203613,2014-12-22,2015-01-03
None,Zorya,UKR,1,1467.22546387,2014-12-12,2015-02-17
None,Atromitos,GRE,1,1465.37805176,2014-12-22,2015-01-04
None,Dinamo Bucuresti,ROM,1,1465.1973877,2014-12-12,2015-02-21
None,Luzern,SUI,1,1465.18408203,2014-12-12,2015-02-07
None,Union Berlin,GER,2,1464.44714355,2014-12-20,2015-02-07
None,Lech,POL,1,1463.75073242,2014-12-14,2015-02-14
None,RB Leipzig,GER,2,1462.88049316,2014-12-23,2015-02-06
None,Sverdlovsk,RUS,1,1461.48205566,2014-12-12,2015-02-19
None,Forest,ENG,2,1461.46398926,2014-12-29,2015-01-10
None,Sion,SUI,1,1461.30822754,2014-12-12,2015-02-14
None,Gaziantepspor,TUR,1,1461.29846191,2014-12-29,2015-01-04
None,Angers,FRA,2,1460.72485352,2014-12-19,2015-01-09
None,Mordovia,RUS,1,1460.42236328,2014-12-12,2015-02-19
None,Wigan,ENG,2,1459.71496582,2014-12-31,2015-01-10
None,Belenenses,POR,1,1459.19348145,2014-12-23,2015-01-02
None,Akhisar,TUR,1,1458.69042969,2014-12-29,2015-01-03
None,Omonia,CYP,0,1458.36206055,2014-12-12,2015-07-02
None,Sturm Graz,AUT,1,1457.86462402,2014-12-14,2015-02-19
None,Apollon Lemesos,CYP,0,1457.84375,2014-12-12,2015-07-02
None,Konyaspor,TUR,1,1457.67224121,2014-12-29,2015-01-03
None,Rosenborg,NOR,1,1456.96691895,2014-11-10,2015-04-06
None,Zulte Waregem,BEL,1,1456.31396484,2014-12-27,2015-01-17
None,Dniprodzerzhynsk,UKR,1,1455.58349609,2014-12-12,2015-02-17
None,Ajaccio,FRA,2,1455.48193359,2014-12-21,2015-01-09
None,Mersin Idman,TUR,1,1455.44506836,2014-12-28,2015-01-05
None,Charlton,ENG,2,1452.9074707,2014-12-31,2015-01-10
None,Wolves,ENG,2,1452.7109375,2014-12-29,2015-01-11
None,Modena,ITA,2,1451.58178711,2014-12-29,2015-01-17
None,Rizespor,TUR,1,1448.64074707,2014-12-29,2015-01-03
None,Moreirense,POR,1,1448.04443359,2014-12-22,2015-01-04
None,Le Havre,FRA,2,1447.96069336,2014-12-20,2015-01-09
None,Muenchen 60,GER,2,1447.84631348,2014-12-23,2015-02-09
None,Livorno,ITA,2,1447.80480957,2014-12-29,2015-01-18
None,Slovan Liberec,CZE,1,1446.58520508,2014-12-12,2015-02-21
None,Setubal,POR,1,1446.50390625,2014-12-20,2015-01-04
None,Academica,POR,1,1445.53112793,2014-12-22,2015-01-02
None,Aalborg,DEN,1,1445.30187988,2014-12-12,2015-02-19
None,Heidenheim,GER,2,1445.28137207,2014-12-20,2015-02-09
None,FSV Frankfurt,GER,2,1445.01721191,2014-12-20,2015-02-08
None,Valenciennes,FRA,2,1444.86914062,2014-12-20,2015-01-12
None,Catania,ITA,2,1444.64929199,2014-12-29,2015-01-17
None,Erciyesspor,TUR,1,1444.31677246,2014-12-28,2015-01-04
None,Zwolle,NED,1,1443.96569824,2014-12-21,2015-01-17
None,AIK,SWE,1,1443.95788574,2014-12-10,2015-04-06
None,Spezia,ITA,2,1443.20056152,2014-12-29,2015-01-17
None,Laval,FRA,2,1442.8581543,2014-12-20,2015-01-09
None,Cesena,ITA,1,1442.74206543,2014-12-21,2015-01-06
None,Birmingham,ENG,2,1441.31347656,2014-12-29,2015-01-10
None,Vorskla,UKR,1,1440.40161133,2014-12-12,2015-02-17
None,Torpedo Moskva,RUS,1,1440.1965332,2014-12-12,2015-02-19
None,Auxerre,FRA,2,1439.53674316,2014-12-20,2015-01-09
None,Bochum,GER,2,1438.89099121,2014-12-22,2015-02-07
None,Utrecht,NED,1,1438.35705566,2014-12-21,2015-01-18
None,Aarau,SUI,1,1437.81286621,2014-12-12,2015-02-08
None,Teplice,CZE,1,1435.50549316,2014-12-12,2015-02-21
None,Partizan,SRB,1,1435.28125,2014-12-12,2015-02-21
None,Slask,POL,1,1433.3918457,2014-12-13,2015-02-15
None,Esbjerg,DEN,1,1433.37817383,2014-12-12,2015-02-19
None,Dinamo Minsk,BLR,1,1432.51611328,2014-12-12,2015-04-11
None,Wolfsberg,AUT,1,1432.32165527,2014-12-14,2015-02-15
None,Huddersfield,ENG,2,1432.29760742,2014-12-29,2015-01-10
None,Chernomorets,UKR,1,1430.29272461,2014-12-12,2015-02-17
None,Niort,FRA,2,1427.7467041,2014-12-20,2015-01-09
None,Beer-Sheva,ISR,1,1426.53503418,2014-12-28,2015-01-05
None,Aalen,GER,2,1425.17797852,2014-12-21,2015-02-06
None,Elfsborg,SWE,1,1422.62841797,2014-12-10,2015-04-05
None,Pescara,ITA,2,1422.4675293,2014-12-29,2015-01-17
None,Videoton,HUN,1,1419.28100586,2014-12-07,2015-03-01
None,Virtus Lanciano,ITA,2,1418.82592773,2014-12-29,2015-01-17
None,Brondby,DEN,1,1418.60412598,2014-12-12,2015-02-19
None,Altach,AUT,1,1418.41723633,2014-12-14,2015-02-14
None,Creteil,FRA,2,1418.28112793,2014-12-21,2015-01-09
None,Tula,RUS,1,1417.29589844,2014-12-12,2015-02-19
None,Arouca,POR,1,1416.51245117,2014-12-22,2015-01-04
None,Rotherham,ENG,2,1416.08227539,2014-12-29,2015-01-10
None,Slovacko,CZE,1,1412.96264648,2014-12-12,2015-02-20
None,Groedig,AUT,1,1412.81311035,2014-12-14,2015-02-19
None,Oostende,BEL,1,1412.7076416,2014-12-21,2015-01-17
None,Leeds,ENG,2,1412.29882812,2014-12-31,2015-01-10
None,Nordsjaelland,DEN,1,1412.10119629,2014-12-12,2015-02-19
None,Ried,AUT,1,1412.01550293,2014-12-14,2015-02-14
None,Tours,FRA,2,1411.61914062,2014-12-20,2015-01-09
None,Pandurii,ROM,1,1411.47314453,2014-12-12,2015-02-23
None,St Pauli,GER,2,1410.33996582,2014-12-21,2015-02-07
None,Cambuur,NED,1,1409.97192383,2014-12-21,2015-01-17
None,Avellino,ITA,2,1409.08972168,2014-12-29,2015-01-17
None,Randers,DEN,1,1408.6541748,2014-12-12,2015-02-19
None,Gazelec,FRA,2,1407.22070312,2014-12-21,2015-01-09
None,Bari,ITA,2,1407.00244141,2014-12-29,2015-01-17
None,Sandhausen,GER,2,1405.04504395,2014-12-22,2015-02-07
None,Dukla,CZE,1,1404.59716797,2014-12-12,2015-02-21
None,Soligorsk,BLR,1,1404.24475098,2014-12-12,2015-04-11
None,Litex,BUL,1,1403.77697754,2014-12-14,2015-02-28
None,Hajduk,CRO,1,1402.5189209,2014-12-14,2015-02-15
None,Wisla,POL,1,1402.13745117,2014-12-14,2015-02-13
None,Clermont,FRA,2,1401.04443359,2014-12-20,2015-01-09
None,Frosinone,ITA,2,1400.47424316,2014-12-29,2015-01-17
None,Aberdeen,SCO,1,1400.0723877,2014-12-29,2015-01-01
None,Vaduz,LIE,1,1399.01965332,2014-12-12,2015-02-15
None,AEL Limassol,CYP,0,1398.23022461,2014-12-12,2015-07-01
None,Millwall,ENG,2,1398.11364746,2014-12-29,2015-01-10
None,Aue,GER,2,1398.04248047,2014-12-22,2015-02-06
None,Trapani,ITA,2,1397.62060547,2014-12-29,2015-01-17
None,Balikesirspor,TUR,1,1397.42932129,2014-12-28,2015-01-05
None,Den Haag,NED,1,1397.08483887,2014-12-20,2015-01-17
None,Nimes,FRA,2,1395.64770508,2014-12-20,2015-01-09
None,Djurgarden,SWE,1,1394.80529785,2014-12-10,2015-04-05
None,Veria,GRE,1,1393.36621094,2014-12-21,2015-01-03
None,Jihlava,CZE,1,1392.93676758,2014-12-12,2015-02-21
None,Xanthi,GRE,1,1392.12023926,2014-12-22,2015-01-05
None,Ermis,CYP,0,1392.03967285,2014-12-12,2015-07-01
None,Haecken,SWE,1,1391.40576172,2014-12-10,2015-04-04
None,Targu Mures,ROM,1,1391.26428223,2014-12-12,2015-02-22
None,Brescia,ITA,2,1390.88439941,2014-12-29,2015-01-17
None,Odd Grenland,NOR,1,1390.47399902,2014-11-10,2015-04-07
None,Giannina,GRE,1,1389.49108887,2014-12-22,2015-01-11
None,Helsingborg,SWE,1,1388.5291748,2014-12-10,2015-04-04
None,Boavista,POR,1,1387.92541504,2014-12-22,2015-01-04
None,Latina,ITA,2,1387.63928223,2014-12-29,2015-01-17
None,Banik Ostrava,CZE,1,1386.93103027,2014-12-12,2015-02-21
None,SonderjyskE,DEN,1,1384.80932617,2014-12-12,2015-02-19
None,Gil Vicente,POR,1,1384.27331543,2014-12-22,2015-01-03
None,Stromsgodset,NOR,1,1384.14440918,2014-11-10,2015-04-06
None,Karabakh Agdam,AZE,0,1383.68164062,2014-12-12,2015-07-02
None,Ternana,ITA,2,1378.74365234,2014-12-29,2015-01-17
None,Orleans,FRA,2,1378.50720215,2014-12-20,2015-01-09
None,Penafiel,POR,1,1378.20825195,2014-12-22,2015-01-04
None,Viitorul,ROM,1,1377.81237793,2014-12-12,2015-02-20
None,Mechelen,BEL,1,1377.11193848,2014-12-27,2015-01-16
None,Panetolikos,GRE,1,1376.43200684,2014-12-18,2015-01-03
None,Crotone,ITA,2,1376.40734863,2014-12-29,2015-01-17
None,Craiova,ROM,1,1374.46960449,2014-12-12,2015-02-23
None,Pribram,CZE,1,1374.00549316,2014-12-12,2015-02-23
None,Crvena Zvezda,SRB,1,1373.93334961,2014-12-12,2015-02-23
None,Heracles,NED,1,1373.80908203,2014-12-22,2015-01-18
None,Slavia Praha,CZE,1,1372.3458252,2014-12-12,2015-02-21
None,Olimpik Donetsk,UKR,1,1372.10961914,2014-12-12,2015-02-17
None,Karpaty,UKR,1,1371.97668457,2014-12-12,2015-02-17
None,Varese,ITA,2,1371.66906738,2014-12-29,2015-01-17
None,Maccabi Haifa,ISR,1,1370.3626709,2014-12-28,2015-01-04
None,Universitatea Cluj,ROM,1,1370.31079102,2014-12-12,2015-02-22
None,Botosani,ROM,1,1368.26013184,2014-12-12,2015-02-21
None,Brasov,ROM,1,1367.73876953,2014-12-12,2015-02-20
None,Oerebro,SWE,1,1366.90063477,2014-12-10,2015-04-05
None,Perugia,ITA,2,1366.64196777,2014-12-29,2015-01-19
None,Aktobe,KAZ,0,1365.26757812,2014-08-29,2015-07-02
None,Jagiellonia,POL,1,1363.77185059,2014-12-14,2015-02-15
None,Levski,BUL,1,1363.58813477,2014-12-14,2015-02-27
None,H Tel Aviv,ISR,1,1362.40368652,2014-12-30,2015-01-03
None,Admira,AUT,1,1361.53173828,2014-12-14,2015-02-14
None,Sheriff Tiraspol,MOL,0,1360.22888184,2014-08-29,2015-06-30
None,Dundee United,SCO,1,1359.39160156,2014-12-28,2015-01-01
None,Atvidaberg,SWE,1,1358.3651123,2014-12-10,2015-04-05
None,Debrecen,HUN,1,1358.1998291,2014-12-08,2015-02-28
None,Cittadella,ITA,2,1357.38952637,2014-12-29,2015-01-17
None,Trnava,SLK,0,1356.77404785,2014-12-12,2015-07-02
None,Pro Vercelli,ITA,2,1353.18188477,2014-12-29,2015-01-17
None,Volyn Lutsk,UKR,1,1353.12634277,2014-12-12,2015-02-17
None,Vicenza,ITA,2,1352.8795166,2014-12-29,2015-01-17
None,Torpedo Zhodino,BLR,1,1352.77905273,2014-12-12,2015-04-11
None,Odense,DEN,1,1352.4510498,2014-12-12,2015-02-19
